Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,76.15,69.05,65.5,63.45,59.7,56.28,56.9,56.15,55.65,55.78,52.83,51.25,51.38,51.3,51.88
3Mo,75.17,68.08,64.03,61.73,57.8,55.55,54.88,53.33,53.25,52.27,50.6,48.6,47.17,47.23,47.13
6Mo,75.78,66.88,63.42,59.02,55.95,52.4,51.45,50.2,49,48.33,48.65,44.9,44,43.52,43.42
9Mo,78.35,68.65,62.22,56.7,53.38,50.1,48.6,47.8,47.15,46.73,45.13,42.5,42.05,41.6,41.58
1Yr,78.55,68.17,59.98,54.23,50.63,47.92,46.35,45.3,44.88,44.5,42.48,40.73,40.85,39.33,39.72
2Yr,77.28,60.83,51.65,46.92,44.58,42.63,41.55,40.25,39.88,38.85,39.48,36.6,36.28,36.13,36.15
3Yr,56.2,47.7,43,40.25,38.6,37.58,36.48,36.5,35.8,35,35.17,33.27,33.52,32.98,33.23
4Yr,43.88,39.65,37.38,35.83,34.9,34.42,33.8,33.25,32.92,32.5,33.7,31.65,31.4,31.25,30.9
5Yr,36.73,35.23,34,32.95,32.67,32.33,31.68,31.48,30.85,31.07,32.17,30.15,30.05,29.45,29.73
6Yr,32.75,32.55,31.78,31.25,30.77,30.48,30.17,29.75,29.75,29.55,30.02,29.02,28.88,28.73,28.82
7Yr,31.47,31.02,30.5,29.85,29.65,29.65,29.2,29.02,28.92,29.63,30.73,28.52,27.98,28.2,28.07
8Yr,29.45,29.7,29.3,28.38,28.77,28.65,28.6,28.1,28.2,28.27,28.42,27.75,27.38,27.3,27.18
9Yr,29.25,28.85,28.57,28.25,28.05,28.1,27.88,27.75,28.17,27.65,27.8,27.17,26.88,27.17,26.45
10Yr,28.7,28.48,28.2,28.02,27.9,27.95,27.9,27.75,27.82,27.95,29,26.73,26.52,26.17,26.07
15Yr,27.25,27.3,27.35,27.63,27.82,27.88,27.82,27.9,27.9,27.77,26.23,26.23,25.73,25.5,25.85
20Yr,26.13,25.55,25.55,25.55,25.63,25.7,25.2,25.43,25.25,25.15,26.13,24.3,24.23,24.33,24.33
25Yr,24.73,24.68,24.73,24.65,25,25.02,25,25.08,25,25.2,24.95,24.45,24.13,24,24
30Yr,24.48,24.3,24.83,25.08,25.38,25.48,25.48,25.27,25.48,25.77,24.92,24.58,24.05,23.95,27.3
