Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,51.8,56.2,47.2,48.5,46.8,44,41.2,39.2,36.9,34.65,33.15,30.9,28.3,27.65,27.07
3Mo,50.9,47.15,43.2,41,39.55,37.4,35.35,33.85,32.2,30.8,28.7,27.2,25.9,25.2,24.5
6Mo,44.5,40.47,37.52,35.88,34.63,32.8,31.23,30.1,28.7,27,26,24.55,23.43,23,22.5
9Mo,42,37.7,35.25,33.75,32.75,31.1,29.75,27.75,27.1,26.1,25,23.45,22.43,22.35,21.6
1Yr,38,33.9,32.25,31.05,30.25,27.75,27.65,26,25.3,24.38,23.3,22,21.6,21.35,20.7
2Yr,27.65,27.13,26.42,25.95,25.2,24.55,23.75,23.3,22.7,21.95,21.2,20.2,19.55,19.4,18.75
3Yr,25.13,24.45,24.1,23.4,23.05,22.45,21.9,21.7,21.13,20.55,21.1,19.4,18.75,18.8,18.5
4Yr,23.1,22.83,22.25,21.8,21.35,20.95,20.55,20.4,20.1,19.48,19.15,18.4,17.85,17.85,17.7
5Yr,21.6,21,20.7,20.35,20.05,19.7,19.38,19.3,19,18.55,18.2,17.6,17.4,17.15,16.75
6Yr,21.1,19.75,19.6,19.35,19.05,18.8,18.45,18.25,18.05,17.7,17.25,16.6,16.35,16.2,16.1
7Yr,19.2,18.63,18.35,18.2,18,17.75,17.48,17.5,17.2,16.8,16.55,16,15.55,15.65,15.6
8Yr,19.25,17.4,17.4,17.2,17.05,16.85,16.7,16.5,16.4,16.15,15.85,15.5,15.3,15,14.95
9Yr,18.55,16.6,16.5,16.4,16.25,16,16,15.8,15.65,15.5,15.3,15.05,14.85,14.65,14.5
10Yr,15.95,15.88,15.78,15.68,15.6,15.35,15.28,15.4,15.2,15,14.65,14.2,13.6,13.8,13.57
15Yr,14.3,15.4,14.2,15.3,15.3,15.1,14.1,14,13.8,14.55,13.8,12.7,12.4,14,13.85
20Yr,22.9,14,14,14,14,13.8,13.6,13.4,13.2,13.55,13.4,13.2,13.3,13,12.65
25Yr,24.8,12.9,14.05,12.7,12.7,12.6,13.13,12.4,13.55,13.45,12.6,11.4,11.2,11.2,11.6
30Yr,28.1,14.8,12.6,15.15,15.3,14.95,14.65,14.5,14.25,13.95,13.35,12.55,11.2,11.35,11.25
