Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,95.75,70.97,71.55,60.75,54.02,46.1,41.3,38.33,36.1,34.33,32.95,28.95,27,26.25,25.4
3Mo,92.47,67.7,68.5,58.45,52.33,44.9,40.35,37.58,35.48,33.77,,28.75,26.85,26.15,25.3
6Mo,80.68,63.73,65.7,55.9,49.77,43.25,39.8,37.1,35.1,33.6,,28.8,26.82,26.35,25.68
9Mo,78.13,66.7,62.42,52.53,47.35,41.75,38.22,36.15,34.38,32.85,32.05,28.15,26.65,26,25.2
1Yr,78.9,67.38,58.47,49.48,45,40.5,37.22,35.58,33.8,32.3,31.18,28.13,26.52,26.07,25.2
2Yr,70.53,59.65,51.05,43.42,40.1,36.92,34.48,33.33,32.22,30.8,30.1,27.5,26.05,25.7,24.88
3Yr,58.97,47.67,40.53,36.5,34.15,32.3,30.92,29.9,29.15,28.35,27.9,25.6,24.73,24.35,23.95
4Yr,41.28,35.73,32.98,31.2,30.02,29.07,28.05,27.85,27.25,26.52,27.57,24.58,23.55,23.42,23.05
5Yr,32.35,30.05,28.77,27.92,27.27,26.48,25.95,25.88,25.57,24.98,24.75,23.55,22.5,22.52,22.38
6Yr,28.85,27.57,26.88,26.27,25.73,25.3,24.75,24.88,24.67,24.07,23.88,22.65,21.8,21.83,21.7
7Yr,26.4,25.75,25.27,24.75,24.35,23.98,23.67,23.4,23.25,23.15,22.67,21.77,21.1,20.92,20.95
8Yr,25,24.48,23.93,23.5,23.13,22.88,22.57,22.65,22.45,22.4,22.13,21,20.23,20.25,19.95
9Yr,23.77,23.33,22.95,22.6,22.4,22.2,21.98,21.8,21.8,21.7,21.45,20.4,20,19.77,19.65
10Yr,22.63,22.38,22.1,21.85,21.55,21.52,21.23,21.33,21.25,21.2,20.67,20.07,19.43,19.35,19.02
15Yr,21.38,21.5,21.32,21.13,21.13,20.8,20.8,21,20.98,20.38,20.1,19.48,18.42,18.63,18.42
20Yr,19.27,19.75,19.73,19.58,19.48,19.35,19.2,19.13,19.08,18.92,18.42,17.67,17.25,17.25,17.2
25Yr,18.27,18.15,17.95,17.85,17.8,17.75,17.57,17.42,17.3,17.25,17.48,16.55,16.43,16.05,16.25
30Yr,16.85,16.73,16.57,16.52,16.4,16.4,16.42,17.67,16.5,17.4,16.55,16.38,16.43,16.1,15.6
