Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,50.8,55.5,50.7,48,46.3,43.35,40.7,37.75,36.1,34.28,32.8,30.6,28.35,27.8,27
3Mo,53,49.15,44.8,42.38,40.8,38.7,36.6,34.55,33.35,31.55,30.3,27.85,26.65,26.2,25.43
6Mo,46.7,42.6,39.1,37.7,36.4,34.45,32.75,31.5,29.75,30.3,28.2,25.1,24.32,23.85,23.33
9Mo,44.33,39.63,36.3,35.13,34,32.33,30.85,28.5,28.05,27.2,25.95,24.1,23.3,22.95,22.4
1Yr,39.9,35.9,33.45,32.15,31.13,29.7,28.35,27.05,26.6,25.35,24.7,23.55,22.25,22.05,21.43
2Yr,29.2,28.25,27.45,26.8,26.15,25.23,24.65,24.2,23.5,22.75,22.05,21,20.25,20.2,19.8
3Yr,26,25.4,25.02,24.43,23.9,23.3,22.75,24.55,22.98,21.43,22.2,20.3,19.55,19.65,19
4Yr,23.7,23.63,23.05,22.55,22.25,21.8,21.35,21.2,20.9,20.3,21.05,19.2,18.55,18.5,18.2
5Yr,22.4,21.93,21.45,21.25,20.9,20.55,20.25,20.2,19.9,19.35,19.15,18.4,17.85,17.9,17.45
6Yr,21.25,20.45,20.4,20.1,19.85,19.65,19.15,18.95,18.75,18.5,17.95,17.2,16.95,16.75,16.45
7Yr,19.43,19.4,19.05,18.85,18.7,18.45,18.15,18.1,17.9,17.45,17.35,16.7,16.05,16.2,15.82
8Yr,18.65,18.3,18.15,18,17.75,17.55,17.35,17.15,17.2,16.75,16.45,16.05,15.8,15.4,15.2
9Yr,17.6,17.4,17.25,17.05,17.05,16.6,16.6,16.55,16.2,16.05,15.85,15.55,15.3,15.9,14.65
10Yr,16.63,16.55,16.45,16.38,16.3,15.95,15.75,15.9,16.1,15.3,15.18,15,14.1,14.3,13.98
15Yr,14.8,14.9,15,14.9,14.9,14.8,14.7,14.5,14.3,14.4,13.95,13.3,13,13,12.9
20Yr,15.95,14.4,14.3,14.2,14.2,14,13.9,13.9,13.7,13.5,13.1,12.6,12.4,12.4,12.3
25Yr,14.95,13.7,13.6,13.6,13.6,13.5,13.4,13.3,13.05,12.85,12.5,12,11.7,11.65,11.5
30Yr,13.5,13.5,13.5,13.8,13.85,13.3,13.1,12.9,12.65,12.45,12.15,11.75,11.5,11.3,11.05
