Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,63.2,57.23,48.5,47.45,40.6,40.85,42.2,42.1,43.15,43.63,42.53,41.75,42.15,41.15,42.05
3Mo,71.53,60.13,51.58,46.95,44.52,45.22,45.2,45.25,45.53,45.33,44.2,43.45,43.17,42.97,43.92
6Mo,69.72,61.23,52.5,47.52,45.17,45.03,45.08,45.15,45.23,45.2,43.88,42.92,40.7,42.6,43
9Mo,67.75,59.2,50.4,46.6,44.73,44.38,44.25,44.27,44.23,43.65,42.58,41.95,41.42,41.52,41.83
1Yr,67.95,56.83,48.8,45.7,44.13,43.47,43.22,43.27,43.13,42.5,41.35,40.8,40.42,40.38,40.55
2Yr,64.35,53.25,47.08,43.72,42.17,41.25,40.47,40.03,39.35,38.58,37.3,36.3,36.65,36.25,36.42
3Yr,52.58,45.98,42.15,40.08,38.92,38.25,37.38,36.85,36.95,35.45,34.73,34.25,33.9,33.67,34.03
4Yr,43.7,40.38,38.38,37.13,36.25,35.9,34.92,34.5,34.05,33.6,33.15,32.83,32.7,32.55,32.4
5Yr,39.08,37.13,36.05,35.33,34.67,34.17,33.42,33.75,32.95,32.7,32.35,32.02,31.97,31.9,31.77
6Yr,35.9,35.05,34.22,33.92,32.25,32.33,31.9,31.15,31.05,31.52,31.58,31.95,31.05,31.92,30.82
7Yr,34.63,33.72,32.9,32.03,31.43,31.25,30.95,31.48,30.27,30.38,30.32,30.52,30.35,30.23,30.05
8Yr,33.05,32.8,31.45,30.8,31.05,29.6,30.35,29.63,29.7,29.8,29.4,29.15,29.7,29.63,29.48
9Yr,32,30.77,30.27,29.13,28.93,30.7,29.68,29.05,30,29.25,29.6,30.4,27.95,29.15,27.83
10Yr,30.48,29.98,29.6,29.4,29.35,29.55,29.55,29.73,29.93,28.98,28.9,29.05,28.6,28.55,27.35
15Yr,30.2,30.05,30.05,30.1,30.18,30.18,30.13,30.2,30.25,30.07,29.42,28.63,28.05,28,28.05
20Yr,28.5,28.5,28.48,28.57,28.63,28.63,28.5,28.3,28.3,28.33,27.68,26.98,26.5,26.55,26.65
25Yr,28.05,28.05,28.13,28.1,28.2,28.2,28.2,28.23,28.18,28.23,27.5,26.65,27.43,27.42,27.38
30Yr,27.35,27.45,27.52,27.52,27.68,27.8,27.85,27.9,28.08,28.1,27.57,27.05,26.8,30.98,28.65
