Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,98.8,91.7,80.25,73.35,68.7,63.2,58.7,54.6,47.75,47.8,43.6,44.7,43.3,40.45,42.7
3Mo,91.1,79.55,67.55,61.25,56.9,52.35,48.45,43.45,41.3,39.1,38.2,35.5,34.73,34.5,34.6
6Mo,73.9,65.15,56.2,51.65,48.4,44.92,41.95,39.65,37.8,35.67,34.48,32.7,31.55,31.5,31.4
9Mo,70,58.1,50.67,46.65,44.5,41.55,38.67,36.7,35.45,33.6,32.7,31.4,30.15,30.45,29.68
1Yr,60.05,50.55,45,42.2,40.3,37.45,35.88,34.15,32.1,31.4,30.7,29.3,28.25,28.5,27.85
2Yr,38.3,36.3,34.85,33.6,32.4,31.05,30.15,29.3,28.5,27.55,27.1,26.3,26.1,26.3,25.65
3Yr,31.83,32.1,30.93,29.9,29.2,28.15,27.35,27,26.43,25.85,24.1,24.9,24.55,24.7,24.3
4Yr,29.5,28.68,27.77,27.13,26.5,26.1,25.6,25.3,24.8,24.25,24.25,24.15,23.57,23.8,23.33
5Yr,26.45,25.77,25.25,25.1,24.55,24.23,23.8,23.6,23.65,23.08,23.15,23.1,22.6,22.85,22.3
6Yr,24.9,23.95,23.8,23.5,23.25,23.05,22.75,22.95,22.4,22.1,22,21.85,21.7,21.6,21.4
7Yr,23.02,22.75,22.38,22.18,22.15,22.05,21.85,21.8,21.65,21.35,21.35,21,20.65,20.85,20.9
8Yr,21.75,21.25,21.3,21.25,21.15,21,20.85,20.75,20.65,20.45,20.45,20.55,20.4,20,19.85
9Yr,20.7,20.55,20.6,20.55,20.4,20.15,20.2,20.05,19.95,19.85,19.95,20.1,19.9,19.55,19.25
10Yr,20.05,20.02,19.98,19.98,19.92,19.8,19.7,19.75,19.6,19.3,19.55,19.2,18.8,18.85,18.8
15Yr,17.25,17.55,17.6,17.65,17.7,17.55,17.4,17.3,17.1,16.95,17.15,17.5,17.3,16.3,16.35
20Yr,18.3,18.3,16.85,18.1,16.6,16.75,17.7,17.6,16.9,16.85,16.45,15.95,15.55,15.4,15.2
25Yr,15.95,16.15,16.15,17.4,16.05,17.3,15.75,17,16.8,16.7,16.3,15.7,13.65,13,12.8
30Yr,17.4,15.9,15.9,15.85,15.85,15.35,14.95,14.65,14.3,14.68,13.35,12.5,11.85,11.5,11.45
