Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,66.3,60.35,56.83,51.27,45.8,44.9,46.77,45.4,46.92,47.55,45.95,44.75,44.8,43.45,45.85
3Mo,71,60.25,54,49.52,46.73,48.4,49.42,47.42,47.8,48.08,46.63,45.53,45.1,44.85,45.92
6Mo,68.13,62.4,53.77,50.95,46.92,47.17,47,46.95,47.25,47.33,45.9,44.8,44.67,43.95,45.08
9Mo,68.65,60.8,52.73,50.13,47.13,46.73,46.5,46.52,46.52,45.98,44.8,44.02,43.52,43.35,43.65
1Yr,69.25,58.72,51.02,48.7,46.65,46.03,45.75,45.13,45.3,45.1,43.7,42.67,42.52,41.98,42.67
2Yr,67.35,56,50,46.67,44.85,43.75,42.9,41.95,41.38,41.13,39.67,38.33,38.5,37.92,39.08
3Yr,55.53,49.1,45.23,42.48,41.55,40.33,39.52,39.08,38.35,37.9,36.9,36.1,36.08,35.33,35.65
4Yr,47.6,43.2,40.9,39.6,38.72,38.02,37.22,36.4,36.03,35.85,35.17,34.55,34.63,34,34.27
5Yr,41.1,39.23,38.3,37.55,36.85,36.4,35.5,34.85,34.58,34.67,34.13,33.53,33.77,33.28,33.5
6Yr,37.5,36.8,35.9,35.35,34.58,34.1,33.58,32.88,32.77,32.77,32.6,32.63,32.38,32.35,32.13
7Yr,36.38,35.95,35.23,34.4,33.72,33.4,33.05,32.45,32.7,33.35,32.67,32,32.15,31.52,31.85
8Yr,34.95,34.25,33.33,32.15,32,31.95,31.9,31.42,31.5,31.52,31.32,31.32,30.98,30.88,30.65
9Yr,33.75,32.67,31.97,31.38,31.13,31.27,31.13,30.85,31.48,31.05,30.8,30.75,30.43,29.7,30.07
10Yr,32.7,32.05,31.25,30.98,30.85,31.4,31.48,31.3,31.45,31.48,30.93,30.4,30.23,29.65,29.65
15Yr,31.5,31.43,31.05,31.35,31.5,31.48,31.4,31.43,31.5,31.32,30.58,29.63,28.9,29.17,29.35
20Yr,29.63,29.05,29.17,29.57,29.63,29.57,29.43,29.23,29.2,28.33,28.07,27.9,27.5,27.63,27.68
25Yr,29.05,28.98,29,29.05,29.15,28.9,29.18,29.05,28.7,29.3,28.7,28.15,28.15,27.98,27.98
30Yr,28.4,28.42,28.57,28.63,28.82,28.8,29.15,28.92,28.18,29.1,28.55,28.02,27.67,27.58,30.95
