Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,101.83,90.47,96.4,74.72,61.45,54.85,55.05,52.52,50.3,50.48,46.25,46.7,43.1,42.7,42.85
3Mo,97.68,80.88,77.5,66.47,57.77,53.25,51.45,48.4,47.4,47.02,44.42,42.08,40.02,40.25,40.15
6Mo,90.22,74.67,68.55,60.6,52.9,49.15,46.9,44.42,43.7,42.92,40.8,38.3,36.7,36.75,36.75
9Mo,87.68,72.38,63.33,55.38,49.83,46.33,43.95,42.83,41.95,40.58,39.7,36.5,35.05,34.48,34.67
1Yr,80.25,68.05,58.1,50.88,47.4,44.5,42.47,40.92,40.45,38.95,37.52,35.2,33.77,33.52,33.38
2Yr,73.28,58.13,48.7,42.65,40.17,37.85,36.95,36.05,35.3,34.38,33.02,31.65,30.73,30.38,30.15
3Yr,52.8,44.15,39.27,36.8,35.15,33.8,33.15,32.88,32.3,31.55,30.48,29.35,28.63,28.55,28.33
4Yr,40.48,36.48,34.22,32.58,31.52,31.1,30.32,30,29.98,29.38,28.67,27.82,27.4,27.3,27.15
5Yr,33.92,32.58,31.23,30.48,29.7,29.4,28.98,28.95,28.5,28.4,27.45,26.95,26.15,26.15,25.85
6Yr,31.32,30.15,29.3,29,28.25,28.13,27.8,27.6,27.6,27.38,27.15,26.15,25.88,25.77,25.83
7Yr,28.98,28.38,27.82,27.27,26.8,26.6,26.57,26.75,26.75,26.75,26.1,25.55,24.98,25.2,24.95
8Yr,27.5,27.65,27.3,26.35,25.98,26.15,26.02,25.95,25.95,25.95,25.7,24.65,24.73,24.55,24.58
9Yr,27.23,25.83,25.88,25.45,25.4,25.27,25,25.1,25.3,25.2,25,24.18,24.15,23.48,23.95
10Yr,25.43,25.38,25.35,24.88,24.63,24.55,24.73,24.95,24.98,25.15,24.02,23.65,22.95,23.13,23.02
15Yr,23.52,23.63,23.6,23.9,23.92,23.95,23.88,23.9,23.8,23.65,22.85,21.85,21.25,21.8,21.75
20Yr,21.57,21.7,22.55,21.75,21.75,21.8,22,21.85,21.83,21.9,21.45,20.55,20.33,20.4,20.45
25Yr,20.88,20.58,20.42,20.38,20.25,20.25,22.2,20.15,20.13,20.2,20.17,19.55,19.2,19.17,18.83
30Yr,19.42,19.33,22.1,19.15,19.08,19.13,19.05,18.73,18.88,19.02,19.95,18.35,17.75,17.7,24.98
