Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.76875,0,3.76875,3.76875,0.990563
EDZ08   ,3.47405,0,3.47405,3.64986,0.983164
EDH09   ,3.17726,0,3.17726,3.51598,0.97533
EDM09   ,3.26975,0,3.26975,3.47528,0.967335
EDU09   ,3.35652,0,3.35652,3.46147,0.959197
EDZ09   ,3.61759,0,3.61759,3.49115,0.950505
EDH10   ,3.78298,0,3.78298,3.54819,0.941502
2 YR,3.562,0,3.562,3.56337,0.931797
3 YR,3.8314,0,3.8314,3.84349,0.89207
4 YR,4.058,0,4.058,4.08241,0.850833
5 YR,4.16775,0,4.16775,4.19766,0.812348
6 YR,4.279,0,4.279,4.31769,0.773906
7 YR,4.3605,0,4.3605,4.40625,0.737058
8 YR,4.455,0,4.455,4.5127,0.69977
9 YR,4.501,0,4.501,4.56247,0.666304
10 YR,4.538,0,4.538,4.60278,0.634489
11 YR,4.5975,0,4.5975,4.67364,0.601509
12 YR,4.638,0,4.638,4.72121,0.571231
15 YR,4.715,0,4.715,4.8106,0.490148
20 YR,4.78,0,4.78,4.88393,0.380964
25 YR,4.815,0,4.815,4.92337,0.296432
30 YR,4.815,0,4.815,4.90456,0.233723
40 YR,4.8305,0,4.8305,4.91096,0.14361
50 YR,4.796,0,4.796,4.77657,0.094388
