Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.18563,0,2.18563,2.18563,0.994566
EDZ08   ,2.14243,0,2.14243,2.15206,0.994131
EDH09   ,1.95867,0,1.95867,2.08373,0.989233
EDM09   ,1.95165,0,1.95165,2.057,0.984377
EDU09   ,1.99888,0,1.99888,2.04944,0.979428
EDZ09   ,2.11537,0,2.11537,2.06364,0.974219
EDH10   ,2.13114,0,2.13114,2.08339,0.968999
2 YR,2.158,0,2.158,2.15938,0.957953
3 YR,2.3555,0,2.3555,2.36143,0.931995
4 YR,2.5417,0,2.5417,2.55394,0.903408
5 YR,2.673,0,2.673,2.69076,0.874904
6 YR,2.7935,0,2.7935,2.81797,0.84544
7 YR,2.87575,0,2.87575,2.90504,0.817185
8 YR,2.939,0,2.939,2.97233,0.789752
9 YR,2.9875,0,2.9875,3.02402,0.763157
10 YR,3.0115,0,3.0115,3.04831,0.738883
11 YR,3.0035,0,3.0035,3.03553,0.717918
12 YR,3.0205,0,3.0205,3.05326,0.695153
15 YR,2.988,0,2.988,3.00702,0.638993
20 YR,2.912,0,2.912,2.90563,0.561522
25 YR,2.837,0,2.837,2.80561,0.498312
30 YR,2.8055,0,2.8055,2.76544,0.438696
40 YR,2.7955,0,2.7955,2.75874,0.334221
50 YR,2.759,0,2.759,2.69882,0.261745
