Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.1725,0,2.1725,2.1725,0.994359
EDZ08   ,2.01213,0,2.01213,2.05389,0.993381
EDH09   ,1.8526,0,1.8526,1.98686,0.988751
EDM09   ,1.90447,0,1.90447,1.97636,0.984013
EDU09   ,1.99026,0,1.99026,1.98596,0.979088
EDZ09   ,2.125,0,2.125,2.0136,0.973857
EDH10   ,2.15872,0,2.15872,2.04506,0.968571
2 YR,2.1135,0,2.1135,2.11509,0.958737
3 YR,2.42635,0,2.42635,2.43569,0.929946
4 YR,2.7455,0,2.7455,2.76735,0.895892
5 YR,3.00475,0,3.00475,3.04061,0.859946
6 YR,3.198,0,3.198,3.24667,0.824288
7 YR,3.35435,0,3.35435,3.41553,0.788789
8 YR,3.4545,0,3.4545,3.52341,0.756223
9 YR,3.5355,0,3.5355,3.61137,0.724608
10 YR,3.584,0,3.584,3.66237,0.695639
11 YR,3.6045,0,3.6045,3.68054,0.66953
12 YR,3.6355,0,3.6355,3.71319,0.642942
15 YR,3.6445,0,3.6445,3.7092,0.57621
20 YR,3.61,0,3.61,3.64558,0.485512
25 YR,3.5885,0,3.5885,3.60604,0.40923
30 YR,3.5775,0,3.5775,3.5847,0.344389
40 YR,3.576,0,3.576,3.5773,0.242084
50 YR,3.5645,0,3.5645,3.54827,0.172289
