Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,81.85,90.03,91.85,90.8,92.13,90.2,88.88,88.7,85.05,88.47,88.78,89.2,92.25,96.55,103.75
3Mo,64.82,69.35,75.15,76,78.5,77.18,75.7,75.5,75.1,74.85,74.45,73,77.35,80.4,84.45
6Mo,67.03,66.43,68.45,67.72,68.95,67.35,66.18,65.7,65.2,64.65,63.25,62.2,63.67,67.5,69.9
9Mo,64.63,61.85,63.08,62.25,63.35,61.77,60.85,61.35,61.1,59.15,58.65,57.9,58.63,59.2,62.75
1Yr,61.98,57.95,58.5,57.35,57.48,56.15,55.27,54.7,54.65,53.35,51.05,51.8,53.15,54.4,55
2Yr,50.55,49.5,48.33,48.25,47.97,47.38,46.88,46.8,46.2,45.2,48.1,44.75,46.25,47.25,47.3
3Yr,44.13,43.4,43.3,42.65,42.98,42.48,42.25,42.3,43.8,40.75,43.8,41.2,42.52,43.5,43.5
4Yr,40.73,40.52,39.5,39.7,39.45,39.17,38.75,38.4,37.9,37.35,38.65,38.3,39.55,40.65,40.25
5Yr,38.48,37.65,37.58,36.92,36.95,36.58,35.83,35.6,35.2,34.65,35.2,36.2,37.1,37.5,37.7
6Yr,33.5,34.25,34.8,34.8,34.6,33.8,32.8,35.95,32.75,32.6,33.15,34,34.95,34.75,34.6
7Yr,33.48,32.7,32.78,32.4,31.95,31.4,31.08,31.1,31.1,30.98,32.3,32.4,32.77,32.8,33.2
8Yr,31.2,30.1,29.85,29.4,28.85,28.85,28.3,28.8,29.05,29.1,29.85,31.05,31.7,30.2,30.9
9Yr,28.6,28.15,27.7,27.4,27.15,27.35,27.5,27.95,28.2,28.4,29.25,30.55,31.05,30.85,30.65
10Yr,26.88,26.25,26.13,26.15,26.35,26.58,26.88,27.5,27.8,27.77,28.27,29,28.27,27.9,28.6
15Yr,25.5,26.3,27.1,27.9,28.5,26.6,27.5,27.25,27.05,26.85,27.1,27.5,26.55,26.4,25.1
20Yr,28.4,28.3,28.3,28.2,28,27.5,27.1,26.7,28.75,29.5,27.7,25,24.8,24.7,24.4
25Yr,24.7,24.4,24.2,24,24,23.9,29.3,23.9,23.9,23.9,23.75,23.6,28,23.2,26.45
30Yr,30.5,23.1,29.5,32.65,23.9,24,24.1,24.1,24.1,28.95,28.95,29.05,22.9,28.85,23.2
