Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,35.38,38.4,36.45,33.1,31.6,29.98,28,27.55,25.8,23.7,23.9,21.6,20.9,20.2,19.5
3Mo,35.33,36.15,33.6,32,30.77,29,26.77,25.7,24.2,22.9,22,20.2,19.5,19.2,19
6Mo,35.13,33,30.7,29.5,28.25,26.65,24.9,24.1,22.8,21.7,21.4,19.25,18.6,18.1,18.2
9Mo,33.75,31.55,29.55,28.15,27.1,25.6,23.95,22.75,21.95,21.1,20.1,18.7,18.25,17.85,17.83
1Yr,32.1,29.6,28.1,26.8,25.7,24.3,23.3,21.8,21.6,20.5,19.55,18.5,17.9,17.7,17.2
2Yr,25.5,24.52,24,23.2,22.3,21.7,21,20.3,19.7,19.2,18.45,17.75,17,16.8,16.4
3Yr,22.7,22.15,21.52,21,20.25,19.75,19.4,18.9,19.15,18.2,17.5,16.8,16.2,16.2,15.85
4Yr,20.77,20.7,20,19.6,19.2,18.7,18.15,17.95,17.7,17.4,16.8,16.1,15.9,15.6,15.6
5Yr,19.7,18.57,18.7,18.4,18.1,17.55,17.18,17.15,17,16.7,16.3,15.7,15.4,15.2,14.8
6Yr,18.2,17.55,17.55,17.3,17.05,16.8,16.5,16.7,16.2,15.85,15.4,14.75,14.55,14.45,14.3
7Yr,17.07,16.9,16.45,16.35,16.15,15.95,15.75,15.8,15.65,15.4,15,14.3,14.2,14.05,14
8Yr,16.2,15.85,15.8,15.7,15.55,15.4,15.2,15.05,14.95,14.7,14.4,14,13.8,13.5,13.4
9Yr,15.3,15.15,15.1,15.05,14.9,14.7,14.7,14.5,14.35,14.2,14,13.7,13.5,13.25,13
10Yr,15.3,14.7,15,14.57,14.5,14.7,14.2,14.3,14.05,13.7,13.75,13,12.9,12.8,12.8
15Yr,13.6,13.55,13.6,13.5,13.35,13.3,13.2,13.1,13,12.75,12.4,11.9,11.75,11.6,11.5
20Yr,12.5,12.8,12.7,13.1,13,12.45,12.7,12.25,12.1,11.95,11.55,10.95,10.75,11.1,11
25Yr,12.7,12.2,12.1,12,11.9,11.75,11.6,11.5,11.35,11.2,11,10.7,10.5,9.85,9.75
30Yr,12.3,11.75,11.65,11.5,11.35,11.2,11.05,11,10.85,10.7,10.25,9.65,9.55,9.45,9.25
