Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,4.75,0,4.75,4.75,0.988007
EDZ08   ,2.94393,0,2.94393,3.73331,0.984301
EDH09   ,2.44647,0,2.44647,3.28417,0.978252
EDM09   ,2.46294,0,2.46294,3.08073,0.972199
EDU09   ,2.60835,0,2.60835,2.98794,0.965831
EDZ09   ,2.94273,0,2.94273,2.98182,0.9587
EDH10   ,3.18109,0,3.18109,3.0238,0.951052
2 YR,3.052,0,3.052,3.05046,0.941248
3 YR,3.3774,0,3.3774,3.38796,0.904125
4 YR,3.6832,0,3.6832,3.70977,0.863179
5 YR,3.914,0,3.914,3.95615,0.822024
6 YR,4.0625,0,4.0625,4.11562,0.78315
7 YR,4.1922,0,4.1922,4.2575,0.744608
8 YR,4.27,0,4.27,4.3415,0.70921
9 YR,4.3305,0,4.3305,4.4071,0.675316
10 YR,4.3915,0,4.3915,4.47578,0.642257
11 YR,4.405,0,4.405,4.48545,0.613809
12 YR,4.43,0,4.43,4.51167,0.585444
15 YR,4.3975,0,4.3975,4.45123,0.516538
20 YR,4.33,0,4.33,4.33972,0.423628
25 YR,4.271,0,4.271,4.24284,0.350073
30 YR,4.212,0,4.212,4.14261,0.292267
40 YR,4.202,0,4.202,4.13479,0.194553
50 YR,4.197,0,4.197,4.13039,0.129474
