Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,96.9,79.1,77.7,68.25,60.95,57.77,60.38,58.1,57.95,59.05,53.63,55.9,54.97,57,55.7
3Mo,87.88,73.65,64.07,60.42,57.27,55.55,55.42,53.53,53.45,53.83,51.85,50.42,49.4,49.5,49.88
6Mo,82.1,68.28,59.48,56.67,54.9,52.42,51.9,50.25,50.1,50.15,48.33,46.6,45.63,45.67,45.6
9Mo,81.18,67.43,63.08,57.1,53.08,50.6,49.1,48.5,47.77,47.4,46.7,44.38,43.6,43.3,43.3
1Yr,77.82,65.9,59.23,54.28,51.15,48.38,47.55,45.95,45.8,45.08,43.7,42.25,41.17,41.4,41.45
2Yr,71.3,58.02,50.8,46.77,44.67,43.1,41.9,40.92,40.23,39.73,38.83,37.33,37.3,37.38,37.33
3Yr,55.45,48.1,43.5,40.8,39.42,38.5,37.45,37.25,36.7,36,36.13,34.65,34.63,34.35,34.33
4Yr,44.4,40.42,38.05,36.73,35.85,35.08,34.48,33.77,33.67,33.55,33.23,32.7,32.33,32.4,32.1
5Yr,38.13,35.8,34.95,34.23,33.58,33.05,32.63,32.42,31.65,32.05,31.58,31.15,31.2,30.35,30.9
6Yr,34.25,33.4,32.9,32.3,31.77,31.55,31.13,30.45,30.45,30.25,31,30.38,30.13,30.08,29.85
7Yr,32.77,32.25,31.73,31.25,30.48,30.27,30.17,30.15,29.95,30.55,30.13,29.73,29.7,29.27,29.02
8Yr,31.25,30.75,30.25,29.8,29.57,29.5,29.35,29.02,28.9,28.9,29.43,29.05,28.65,28.45,28.2
9Yr,30.38,29.7,29.38,29.05,28.85,28.88,28.57,28.55,28.85,28.55,28.6,28.48,28.08,26.85,27.5
10Yr,29.08,28.75,28.6,28.48,28.25,28.57,28.52,28.38,28.52,28.38,28.27,27.85,27.57,26.88,27.02
15Yr,28.88,28.33,28.38,28.45,28.5,28.55,28.5,28.63,28.68,28.5,27.13,27.38,26.77,26.58,26.27
20Yr,26.32,26.38,26.52,26.6,26.7,26.73,26.65,26.55,26.63,26.27,27.15,25.68,25.4,25.1,24.8
25Yr,25.7,25.7,25.95,26.15,26.05,26.3,26.3,26.3,26.35,26.35,25.77,25.6,24.98,24.7,24.5
30Yr,25.7,25.6,25.85,25.95,25.27,26.1,25.93,25.75,25.83,25.88,26.05,25.2,25.15,24.45,28
