Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,91.58,72.2,76.88,61.83,53.6,45.05,40.02,36.7,34.55,33.15,31.05,27.9,25.88,24.9,24.7
3Mo,76.13,65.9,67.03,57.73,51.2,44.2,39.85,36.95,34.83,33.6,28.6,28.32,26.4,25.82,25.05
6Mo,74.38,70.88,64.93,54.5,48.52,42.5,38.55,36.23,34.25,32.78,28.75,27.93,26.3,25.65,24.88
9Mo,82.9,70.85,61.27,52.05,46.35,40.97,37.65,35.63,34,32.3,30.5,27.77,26.45,25.73,24.95
1Yr,82.75,69.28,58.1,48.77,44.02,39.65,36.58,34.98,33.4,31.85,28.4,27.7,26.2,25.7,25.45
2Yr,66.53,52.67,44.08,39.08,36.05,33.7,31.93,31.1,30.07,28.93,27.7,25.85,25,24.42,23.85
3Yr,44.85,38.53,34.6,32.4,30.9,29.58,28.55,28,27.45,26.65,24.38,24.45,23.35,23.17,22.9
4Yr,33.77,31,29.45,28.32,27.55,27.05,26.05,25.8,25.4,25,24.2,23,22.45,21.95,21.63
5Yr,29,27.8,26.9,26.2,25.48,24.98,24.4,23.98,23.93,23.52,22.93,22,21.55,21,21.17
6Yr,26.1,25.35,24.65,24.4,23.88,23.35,22.95,22.9,22.7,22.5,21.9,21,20.4,20.17,20.05
7Yr,24.4,24.02,23.5,23,22.6,22.6,21.98,22,21.85,21.95,21.3,20.32,19.55,19.48,19.75
8Yr,23.33,22.83,22.35,21.9,21.6,21.3,21.02,21,21,20.9,20.33,19.48,19.15,18.77,18.55
9Yr,21.9,21.7,21.35,21,20.77,20.65,20.3,20.3,20.27,20.4,19.93,19.3,18.7,18.3,18.05
10Yr,21.08,20.77,20.6,20.23,20.05,19.95,19.77,19.88,19.85,19.55,19.02,18.27,18.05,17.77,17.98
15Yr,18.75,18.8,18.77,18.68,18.52,18.45,18.32,18.35,18.2,18.07,17.48,16.57,16.27,16.2,16.1
20Yr,17.75,17.4,17.45,17.1,16.95,17,16.82,16.63,16.52,16.55,16.07,15.35,15.13,15.1,14.6
25Yr,16.75,16.67,16.55,16.45,16.27,16.15,16.05,16,15.9,15.85,15.28,14.43,14.2,14.75,14.4
30Yr,15.25,15.15,15.05,14.95,14.85,14.9,14.25,14.07,14.65,14.7,14.15,13.32,13.57,13.55,18
