Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,99.75,81.7,83.43,67.9,60.35,58.58,57.92,56.38,55.25,56.4,50.2,48.92,48.05,47.15,47.1
3Mo,95.72,78.72,75.17,64.6,58.1,55.45,53.13,50.85,50.35,50,47.52,43.9,42.58,42.58,43.08
6Mo,93.6,76.5,70.63,61.67,55.42,51.55,49.4,47.15,46.15,45.38,44.25,40.4,38.6,38.3,38.28
9Mo,89.8,74.25,66.18,57.58,52.15,49.08,46.65,45.42,44.35,42.88,42,38.17,36.48,36.25,36.85
1Yr,83.5,69.65,61.42,53.27,49.48,46.13,44.9,42.95,42.45,41.33,39.55,36.48,34.8,34.73,34.65
2Yr,77.38,59.98,50.02,45,42.17,40.48,38.83,37.9,37.1,36.45,36.17,33.3,32.02,31.82,31.65
3Yr,55.5,46.88,41.35,38.58,37.1,35.63,34.85,34.9,34.05,32.92,33,31.25,30.15,29.95,29.48
4Yr,43.27,38.85,36.3,34.52,33.55,32.8,31.88,31.55,31.27,30.8,31.55,29.77,28.67,28.65,28.13
5Yr,36.73,34.75,33.45,32.27,31.45,30.88,30.48,30.45,29.9,29.58,30.25,28.57,27.6,27.25,27.38
6Yr,33.23,32.02,31.1,30.52,29.88,29.63,29.13,28.85,28.9,28.7,28.5,27.75,27.18,26.9,26.85
7Yr,31.25,30.38,29.8,29.05,28.3,28.13,27.9,27.95,27.9,27.95,28.77,26.75,26.25,26.05,26.13
8Yr,29.48,28.75,28.05,27.52,27.08,27,26.93,26.85,27.05,26.95,26.7,26,25.48,25.27,25.15
9Yr,28.25,27.7,27.02,26.58,26.33,26.4,26.1,26.35,26.3,26.45,26.18,25.5,25.1,25.73,24.73
10Yr,26.75,26.25,26.02,25.8,25.65,25.7,25.57,25.98,26.02,26,26.55,24.95,24.1,24,23.9
15Yr,24.52,24.15,24.73,24.55,24.7,24.65,24.7,24.83,24.8,24.67,24,23.2,23.38,23.48,23.2
20Yr,22.85,22.65,22.65,22.55,22.8,22.5,22.35,22.6,22.82,22.95,23.25,22.43,22.1,22.45,22.67
25Yr,22.65,21.65,22.2,21.63,20.63,21.13,21.52,21.7,21.98,22.05,22.52,23.4,23.02,24.3,24.17
30Yr,20.48,20.25,23.5,23.35,21.9,21.2,21.25,21.13,25.25,21.52,22.4,22.17,26.35,24.17,26.23
