Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.19625,0,2.19625,2.19625,0.994479
EDZ08   ,2.02978,0,2.02978,2.06461,0.993743
EDH09   ,1.8532,0,1.8532,1.9907,0.98911
EDM09   ,1.87571,0,1.87571,1.96962,0.984442
EDU09   ,1.96233,0,1.96233,1.97425,0.979583
EDZ09   ,2.1081,0,2.1081,2.00128,0.974391
EDH10   ,2.14802,0,2.14802,2.03334,0.969129
2 YR,2.1525,0,2.1525,2.1549,0.957981
3 YR,2.436,0,2.436,2.44745,0.929621
4 YR,2.707,0,2.707,2.72821,0.897277
5 YR,2.90175,0,2.90175,2.93203,0.864488
6 YR,3.043,0,3.043,3.08115,0.832385
7 YR,3.1385,0,3.1385,3.18208,0.801583
8 YR,3.1965,0,3.1965,3.2426,0.773115
9 YR,3.2315,0,3.2315,3.27804,0.746297
10 YR,3.2535,0,3.2535,3.29935,0.720908
11 YR,3.266,0,3.266,3.31019,0.696818
12 YR,3.268,0,3.268,3.30894,0.67435
15 YR,3.258,0,3.258,3.28891,0.613041
20 YR,3.212,0,3.212,3.22086,0.527799
25 YR,3.1875,0,3.1875,3.1846,0.453901
30 YR,3.1725,0,3.1725,3.16184,0.390152
40 YR,2.9678,0,2.9678,2.83332,0.32448
50 YR,3.138,0,3.138,3.19001,0.205459
