Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,81.2,76.65,65.3,59.4,56.2,51.7,49.15,46.65,44.55,43.15,44.1,45.55,46.05,47.35,48.42
3Mo,80,68.75,57.6,52.38,49.3,45.95,43.45,41.52,39.95,38.7,39.5,37.95,39.7,38.15,40.8
6Mo,69.05,58.25,49.1,45.2,42.65,40.15,38.4,36.83,35.8,34.75,35.55,34.75,35.1,34.15,35.4
9Mo,62.2,50.6,44.4,41.17,39.1,37.25,35.45,34.25,33.55,32.8,32.9,33.1,33.2,33.75,33.42
1Yr,53.15,42.95,39.25,36.88,35.35,33.85,32.65,31.55,31.2,30.35,30.95,30.7,30.8,30.5,31.2
2Yr,33.4,31.35,30.2,29.3,28.88,28,27.55,27.35,27.1,26.65,27.3,27.2,27.5,27.3,27.85
3Yr,27.85,26.5,26.65,26.35,26.25,25.75,25.65,25.63,25.7,25.15,27.75,25.9,26.15,26.2,26.5
4Yr,25.05,24.55,24.38,24.3,24.05,24.13,24,24.1,24.05,23.85,25.6,24.65,24.7,25,25.05
5Yr,22.55,22.9,22.75,22.55,22.83,22.92,22.85,23,23,22.9,23.3,23.45,23.5,23.8,23.8
6Yr,21.45,21.4,21.7,21.85,22,22.15,22.1,22.2,22.3,22.15,22.65,23.5,24.05,24.2,22.8
7Yr,20.5,20.25,20.82,21.1,21.33,21.45,21.55,21.75,21.8,21.6,21.75,21.75,21.7,21.75,21.85
8Yr,20.5,19.65,20.05,20.35,20.7,20.8,20.85,20.95,20.95,20.85,21.4,22.25,22.65,22.45,20.95
9Yr,19.2,19.1,19.5,19.9,20.15,20.15,20.35,20.3,20.25,20.2,20.6,21.2,21.2,20.65,20.15
10Yr,18.95,19.15,19.4,19.8,20.05,20.1,20.02,20.3,19.88,19.68,20.85,19.4,19.1,19.25,19.1
15Yr,18.77,18.88,18.98,18.98,18.93,18.73,18.57,18.27,18.1,17.98,17.85,17.68,17.25,16.8,17.55
20Yr,17.8,17.73,17.63,17.43,17.3,17.23,17.15,17.07,16.9,16.75,16.48,16.07,15.65,15.85,16
25Yr,17,17.1,17.2,17.2,17.2,16.9,16.6,16,14.8,15.65,15.7,15.8,14.4,15.4,14.3
30Yr,17,16.95,16.35,16.9,16.8,16.6,16.5,16.3,16.2,14.55,14.35,14.05,14,15.1,15.2
