Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,33.7,38,36.2,33.7,32.25,30.4,28.6,27.2,25.8,24.4,24.05,20.95,19.57,19.9,19.7
3Mo,35.15,38.3,35.1,33.7,32.5,30.5,28.7,27.1,25.7,24.4,23.1,21.5,20.4,20,19.8
6Mo,37.3,36.2,32.92,31.6,30.3,28.25,26.75,25.7,24.4,23.3,22.3,20.8,19.9,19.5,19.2
9Mo,36.5,34.02,31.82,30.23,28.85,27.3,26,24.4,23.7,22.75,21.75,20.3,19.6,19.35,18.95
1Yr,35.7,32.15,30.35,28.9,27.4,26.1,25,24,23,22.2,21.1,19.9,19.3,19,18.7
2Yr,27.27,25.98,25.25,24.35,23.48,22.4,21.93,21.7,21,20.5,19.65,18.7,18.05,18,17.8
3Yr,23.8,23.25,22.9,22.2,21.8,21.2,20.7,20.15,19.9,19.4,18.75,18.05,17.5,17.45,17.1
4Yr,22.4,21.55,20.95,20.45,20.05,19.6,19.1,18.95,18.8,18.18,17.8,17.15,16.58,16.7,16.5
5Yr,20.13,19.65,19.33,19.05,18.77,18.45,18.02,18.1,17.85,17.6,17,16.4,16.1,16.05,15.9
6Yr,19.1,18.45,18.45,18.25,18,17.65,17.4,17.35,17,16.75,16.25,15.5,15.3,15.25,14.95
7Yr,17.73,17.6,17.33,17.2,17.3,17.1,16.65,16.65,16.45,16.2,15.7,15.05,14.9,14.8,14.4
8Yr,17,16.65,16.65,16.5,16.35,16.15,15.95,15.8,15.7,15.5,15.15,14.7,14.5,14.1,14.05
9Yr,16.15,16,15.9,15.8,15.65,15.45,15.4,15.2,15.1,14.95,14.7,14.4,14.15,13.7,13.6
10Yr,16,15.45,15.7,15.3,15.18,15.03,14.9,15,14.75,14.6,14.2,13.65,13.4,13.3,13.3
15Yr,14.2,14.15,14,14.1,14,13.8,13.7,13.6,13.4,13.25,12.9,12.4,12.25,12.1,11.95
20Yr,13.4,13.5,13.2,13.05,13.05,12.9,12.75,12.65,12.5,12.35,12.05,11.6,11.4,11.4,11.5
25Yr,13.1,13,12.5,12.35,12.8,12.2,12.05,11.95,12.5,12.3,11.9,11.3,11.1,11.2,11.1
30Yr,12.9,12.8,11.85,11.75,11.75,11.6,11.45,11.45,11.3,11.25,11.25,11.3,10.85,10.7,10.4
