Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32.4,37.7,34.8,32.95,31.75,29.55,28.25,27.1,25.8,24.35,22,21.55,21.1,20.2,19.6
3Mo,33.28,35.88,34,32.4,31.27,29.45,27.9,26.55,25.55,24,22.9,21.45,20,20.05,19.4
6Mo,36.9,34.95,32.35,30.95,29.95,28.27,26.95,25.9,24.8,23.5,22.5,21.3,20.05,19.8,19.5
9Mo,36.6,34,31.55,30.25,29.25,27.8,26.23,25.15,24.45,23.45,22.4,20.9,20.1,19.9,19.45
1Yr,35.9,32.5,30.25,29.05,28.05,26.13,25.57,24.8,23.45,23.1,21.95,20.9,20,19.7,19.4
2Yr,28.5,27.5,26.7,25.65,24.1,24.2,22.9,22.7,22.1,21.27,20.7,19.95,19.1,19.1,18.45
3Yr,25.5,24.75,24.02,23.5,22.73,22.4,21.9,21.4,20.8,20.2,19.55,18.8,18.5,18.35,18.1
4Yr,23.75,22.77,22.07,21.9,21.2,20.75,20.35,20.1,19.8,19.2,18.8,18.1,17.5,17.35,17.4
5Yr,21.35,20.75,20.7,20.07,19.75,19.7,19.1,18.9,18.7,18.5,17.8,17.3,17.1,16.75,16.7
6Yr,20.1,19.35,19.35,19.15,18.9,18.55,18.1,18.05,17.85,17.55,17,16.25,16,15.95,15.8
7Yr,18.73,18.9,18.6,18.2,17.95,17.75,17.38,17.4,17.3,16.8,16.25,15.8,15.7,15.45,15.5
8Yr,17.8,17.45,17.4,17.25,17.1,16.9,16.7,16.55,16.45,16.2,15.85,15.4,15.2,14.9,14.85
9Yr,16.95,16.7,16.6,16.5,16.35,16.1,16.1,15.9,15.75,15.6,15.4,15.1,14.9,14.5,14.45
10Yr,16.38,16.15,16.1,16.4,15.9,16.1,15.7,15.6,15.4,15.3,14.7,14.35,14.1,14.1,14
15Yr,16.6,14.55,14.35,14.45,14.6,14.6,14.5,14.4,14.2,13.7,13.4,12.95,12.9,12.7,12.7
20Yr,16.9,14.5,14.4,13.45,14.3,13.3,13.15,13.8,12.95,12.8,12.5,12.15,12,11.95,11.85
25Yr,13.5,13.05,12.95,13.3,12.85,12.7,12.6,13.1,13,12.9,12.5,11.9,11.6,11.35,11.15
30Yr,12.6,12.6,12.55,12.5,12.5,12.4,12.25,12.25,12.1,12,11.75,11.45,11.3,11.1,10.8
