Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,75.22,70.68,71.95,69.72,65.68,61.1,59.8,58.4,57.5,55.63,51.27,51.7,50.52,51.55,50.4
3Mo,72.65,72.85,68.43,64.32,60.85,57.15,55.47,54.23,53.6,52.73,50.42,48.2,46.63,46.5,46.23
6Mo,78.82,68.85,64.25,60.27,56.9,53.48,51.45,50.45,49.85,48.65,48.3,44.63,43.4,43,42.85
9Mo,81.8,69.32,62.7,57.45,54.35,50.35,48.85,48.22,47.1,46.3,45.27,42.65,41.33,40.85,40.95
1Yr,81.8,68.35,61.3,54.73,51.05,47.55,46.35,45.8,45.15,44,42.5,40.63,39.73,39.4,39.05
2Yr,77.7,61.33,51.63,46.72,44.02,42.02,41.05,39.77,39.17,38.67,38.55,35.88,35.45,34.75,34.9
3Yr,59.13,49.17,43.13,39.85,38.25,37.17,36.38,36.17,35.63,34.85,34.85,32.95,32.85,32.15,31.93
4Yr,44.17,39.9,37.05,35.63,34.73,33.95,33.25,32.85,32.45,32.4,32.48,31.02,30.88,30.48,30.52
5Yr,36.95,34.63,33.7,33.05,32.42,31.92,31.48,31.25,30.75,30.85,30.55,29.82,29.52,28.9,29.25
6Yr,32.7,32.4,31.75,31.23,30.7,30.42,30,29.63,29.6,29.52,29.8,28.75,28.55,28.4,28.38
7Yr,31.8,31.05,30.38,29.85,29.45,29.25,29.13,29.02,28.88,29.27,28.6,28.07,28.02,27.63,27.63
8Yr,30.45,29.95,29.4,28.98,28.6,28.55,28.48,28.1,28.2,28.33,28.17,27.38,27.02,26.9,26.83
9Yr,29,28.5,28.25,27.77,27.5,27.88,27.65,27.45,27.65,27.45,27.57,26.75,26.38,26.35,26.1
10Yr,28,27.95,27.3,27.63,27.48,27.55,27.52,27.65,27.68,27.83,27.13,26.38,26,25.27,25.63
15Yr,26.88,27.02,26.85,27.32,27.55,27.17,27.08,27.52,27.52,27.35,26.1,26,25.55,25.7,25.73
20Yr,25.95,25.85,25.4,25.5,25.6,25.5,25.63,25.2,25.2,25.05,25.7,24.05,23.45,24.08,23.9
25Yr,24.8,25.3,24.7,24.88,25.35,25.15,25.1,25.1,25.05,25.05,25.15,24.52,24,25.4,23.3
30Yr,24.83,25.65,25.75,25.95,25.7,26.2,26.2,26.13,26.23,26.23,24.82,24.38,23.4,23.13,27.73
