Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.5775,0,1.5775,1.5775,0.996072
EDH09   ,1.23422,0,1.23422,1.42225,0.993017
EDM09   ,1.26792,0,1.26792,1.381,0.989845
EDU09   ,1.3561,0,1.3561,1.37911,0.986463
EDZ09   ,1.48879,0,1.48879,1.40194,0.982765
EDH10   ,1.571,0,1.571,1.43634,0.978877
EDM10   ,1.73272,0,1.73272,1.48454,0.974609
2 YR,1.544,0,1.544,1.54549,0.969637
3 YR,1.779,0,1.779,1.78458,0.948096
4 YR,1.947,0,1.947,1.95671,0.925068
5 YR,2.072,0,2.072,2.08571,0.901454
6 YR,2.164,0,2.164,2.18121,0.877951
7 YR,2.2395,0,2.2395,2.26016,0.85432
8 YR,2.294,0,2.294,2.31727,0.831673
9 YR,2.338,0,2.338,2.36356,0.809391
10 YR,2.3765,0,2.3765,2.40442,0.787408
11 YR,2.4145,0,2.4145,2.4454,0.765396
12 YR,2.461,0,2.461,2.49694,0.742364
15 YR,2.539,0,2.539,2.58251,0.680521
20 YR,2.4995,0,2.4995,2.52254,0.605711
25 YR,2.466,0,2.466,2.4739,0.540813
30 YR,2.438,0,2.438,2.43362,0.483963
40 YR,2.438,0,2.438,2.43404,0.379891
50 YR,2.3975,0,2.3975,2.36568,0.308541
