Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,89.95,78.13,76.53,70.7,64.85,59.78,57.95,55.98,54.33,54.17,45.77,49.48,49.52,49.88,50.35
3Mo,89.18,79.35,70.35,64.22,60.42,56.47,53.7,51.75,50.42,49.4,47.7,46.5,45.45,45.35,45.13
6Mo,86.78,72.5,65.1,59.25,56.7,52.63,50.1,48.38,47.2,45.85,43.5,42.88,42.35,42.13,42.08
9Mo,85.15,70.75,62.33,56.88,53.83,49.7,47.48,46.05,44.95,43.85,42.8,40.95,40.55,40.58,40.3
1Yr,81.17,68.05,59.58,54.27,50.6,47.17,45.1,43.95,42.88,41.45,40.45,38.92,38.67,38.83,38.67
2Yr,68.42,55.42,48.25,44.45,42.48,40.5,38.9,38.48,37.67,36.65,35.3,34.98,34.55,34.52,34.48
3Yr,51.33,44.72,40.77,38.52,37.15,36.13,35.08,34.67,34.38,33.52,33.83,32.45,31.85,31.95,31.8
4Yr,41.42,37.85,35.53,34.35,33.63,33.3,32.47,32.5,32.2,31.65,30.7,30.95,30.38,30.52,30.63
5Yr,35.7,34.13,33.13,32.35,31.95,31.68,31.1,31.1,31,30.65,29.55,30.13,29.5,29.6,30.05
6Yr,32.53,31.88,31.6,31.05,30.6,30.23,30.07,29.95,29.85,29.95,29.88,29.45,29.07,29.02,29.05
7Yr,31.13,30.75,30.35,29.98,29.83,29.48,29.27,29.35,29.5,29.52,28.5,28.92,28.4,28.55,28.52
8Yr,30.42,30.1,29.75,29.1,29.1,29,29,28.95,28.95,28.95,28.9,28.35,27.95,27.93,27.88
9Yr,29.95,29.55,29.17,28.8,28.57,28.63,28.57,28.55,28.8,28.75,28.45,27.95,27.6,27.1,27.43
10Yr,29,28.7,28.45,28.25,28.13,28,28.4,28.1,28.52,28.33,27.1,27.52,26.65,26.85,26.65
15Yr,28.7,28.6,28.17,28.8,28.88,28.85,28.85,29.02,29.2,28.9,27.43,27.93,27.45,27.4,27.13
20Yr,26.6,26.9,26.7,27.1,27.05,27,27,26.83,26.88,27,27.82,26,25.92,26.1,25.7
25Yr,26,26.63,26.55,25.9,25.95,26.15,26.65,26.2,26.4,26.93,27.17,26.55,26.13,26.85,26.77
30Yr,26.67,26.8,27.02,27.15,27.35,27.68,27.85,28.02,28.32,28.52,27.05,28.05,29.17,27.75,30.5
