Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,104.15,109.38,100.63,95.82,94.05,90.75,88.88,88.2,88.05,88.25,90.1,92.9,97.4,104.9,111.15
3Mo,88.53,87.9,85.55,83.22,83.05,79.35,76.97,75.8,75,74.28,73.7,79,85.75,89.3,97.15
6Mo,83.93,77.65,75.25,72.78,71.75,68.78,66.95,65.9,65.3,64.75,65.85,67.2,71.28,74.9,80.8
9Mo,77.13,70.7,68.75,66.88,65.63,63.23,61.63,62.1,61.65,59.8,60.65,61.9,65.55,67.25,72.95
1Yr,70.25,63.95,62.52,60.85,59.45,57.48,56.15,55.5,55,54.5,53.7,56.3,59.38,61.2,64.7
2Yr,53.45,51.25,50.23,48.95,48.35,47.55,47.15,47.1,46.9,46.67,46.7,48.5,50.85,53.2,54.5
3Yr,45.48,45.15,43.98,43.27,43.2,42.98,42.88,43.1,41.3,42.98,41.4,45.3,47.38,49.2,50
4Yr,41.72,40.85,40.15,39.77,39.77,39.7,39.67,39.9,40,39.9,40.15,42.3,43.98,45.1,45.63
5Yr,36.95,36.67,36.6,36.8,37.08,37.08,37.08,37.4,37.5,37.4,38.75,39.7,41.08,42.3,42.4
6Yr,33.55,34.5,35.1,35.35,35.7,35.5,34.95,34.6,35.75,35.85,36.65,37.9,39.3,41.3,39.9
7Yr,32.58,33,33.38,33.58,33.85,33.95,34.05,34.4,34.6,34.67,36.45,36.2,37.33,37.9,37.92
8Yr,31.7,31.8,32.35,32.3,32.25,32.7,32.8,33.05,33.45,33.5,34.35,35.7,37,38.15,36.7
9Yr,31,31.35,31.55,31.6,31.7,32.2,32.6,33,33.2,33.3,34.2,35.65,36.85,37.5,35.8
10Yr,29.77,30.27,30.65,31.15,31.42,31.67,31.98,32.9,33.45,32.77,33.45,34.15,33.6,33.8,33.77
15Yr,30.8,31.5,32.2,32.8,33.4,32.9,33.55,33.6,33.6,33.05,32.9,32.7,31.9,31.4,30.1
20Yr,32.1,32.2,32.3,32.3,32.6,31.5,32.2,30.95,30.95,31.85,31.05,29.85,28.65,26.6,28.3
25Yr,29.85,29.65,29.95,29.95,30.05,29.35,28.85,28.25,28.8,27.75,27.25,26.5,26.3,25.2,24.85
30Yr,28.5,27.3,28.3,28.2,25.9,27.8,25.7,27.3,27.1,24.9,24.9,24.95,24.8,24.95,25.05
