Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.05,84.53,75.7,62.67,51.45,50.88,54.25,51.7,51.85,53.35,51.08,48.45,49,49,49.3
3Mo,88.85,78.03,67.88,59.42,53.02,52.25,52.6,51,51.3,51.65,48.9,48.55,48.27,48.05,48.1
6Mo,84.32,74.95,62.58,56.88,53.9,52.33,52,50.25,50.08,50.08,49.55,47.35,47.38,46.9,47.17
9Mo,82.35,72.45,61.73,56.73,52.52,50.85,48.9,49.13,48.65,47.98,47.53,44.15,45.25,45.08,45.15
1Yr,80.63,69.3,59.58,55.38,51.85,49.73,49.05,47.75,47.1,46.6,44.33,43.67,43.85,43.38,44.1
2Yr,72.32,58.92,52.38,48.67,46.8,45.23,43.97,42.77,41.67,41.75,41.42,39.45,39.92,39.48,40.25
3Yr,57.15,49.73,45.28,42.8,41.4,40.7,39.72,39.2,38.55,38.3,38.35,36.92,37.42,36.8,37.23
4Yr,46.4,42.65,40.35,39.1,38.27,37.73,37.03,36.35,36.1,36.13,36.38,35.08,35.48,34.92,35.4
5Yr,40.45,38.55,37.5,36.83,36.25,35.95,34.45,34.75,34.6,34.83,35.08,33.77,34.35,33.77,34.38
6Yr,36.17,35.65,35,34.5,34.48,33.65,33.35,32.75,32.75,32.75,33.78,32.88,33.4,31.95,32.55
7Yr,34.65,34.9,34.3,33.67,33.13,32.98,32.8,32.42,31.77,33.4,33.6,32.17,32.65,31.85,32.42
8Yr,33.55,32.98,32.6,32,31.7,31.75,31.73,31.02,31.13,31.42,31.98,31.55,31.27,31.15,31
9Yr,32.6,32.05,31.57,32.05,31.13,31.23,31.2,30.65,31.55,30.85,31.55,31.1,30.85,30.67,30.42
10Yr,32.17,31.85,31.57,31.3,31.2,31.27,31.48,31.32,31.52,32.15,31.95,30.68,30.8,30,29.63
15Yr,30.45,30.9,30.98,31.13,31.25,30.98,31.38,31.63,31.77,31.65,30.2,30.3,30.2,30.13,29.25
20Yr,29.68,29.57,29.65,29.65,29.7,29.77,29.7,29.6,29.65,28.85,30.25,28.85,28.77,28.1,28.27
25Yr,29.13,29.05,29.18,29.25,28.93,29.4,29.42,29.52,29.58,29.63,29.3,29.05,28.25,28.55,28.23
30Yr,29.25,29.23,29.35,29.5,29.75,29.88,29.9,29.45,30,30.1,29.43,29.3,28.38,29.88,29.98
