Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,32,36.5,34.05,32.5,31.68,29.13,27.5,26.1,24.8,23.45,22.6,21.4,18.93,19.45,18.88
3Mo,34.7,36.4,34.48,32.8,31.7,29.7,27.92,26.7,25.7,23.93,22.8,21.55,20.02,20,19.4
6Mo,36.25,34.88,32.45,30.9,29.85,28.02,26.5,25.5,24.3,22.7,21.88,20.7,19.3,19.3,18.6
9Mo,35.9,33.13,31.18,29.52,28.23,26.45,25.27,24.3,23.5,22.13,21.3,20.1,19.05,19.15,18.45
1Yr,33.97,31.38,29.45,28,26.6,24.92,24.15,23.3,22.7,21.5,20.6,19.9,18.7,18.8,18.2
2Yr,26.68,25.9,25.1,23.9,23.1,22.2,21.7,21.4,20.8,19.85,19.25,18.5,17.77,17.7,17.25
3Yr,23.68,23.1,22.38,21.77,21.27,20.65,20.23,20.15,19,18.85,18.35,17.95,17.08,17,16.68
4Yr,21.93,21.23,20.65,20.23,19.75,19.43,19,18.9,18.6,17.95,17.45,17,16.3,16.5,16.1
5Yr,19.9,19.45,19.1,18.8,18.55,18.32,17.95,18.05,17.8,17.05,16.7,16.25,15.65,15.9,15.35
6Yr,19.05,18.3,18.35,18.2,17.9,17.7,17.4,17.15,16.95,16.6,16.1,15.4,15.15,15.1,15
7Yr,17.6,17.32,17.4,17.02,17,16.68,16.35,16.5,16.3,15.9,15.4,14.95,14.6,14.65,14.25
8Yr,17.05,16.7,16.65,16.45,16.3,16.15,15.95,15.8,15.65,15.4,15.1,14.65,14.4,14.15,14.15
9Yr,16.25,16,15.85,15.75,15.65,15.4,15.4,15.2,15.05,14.9,14.65,14.35,14.1,13.6,13.75
10Yr,13.88,13.57,13.88,15.13,15.1,15,14.78,14.8,14.7,14.3,14,13.6,13.2,13.35,12.95
15Yr,14.15,14.1,14.1,14,14,13.8,13.7,13.6,13.4,13.25,12.95,12.55,12.1,12.45,12.35
20Yr,13.4,13.3,13.25,18.95,13.15,13.2,12.8,12.7,12.9,12.45,12.25,11.95,11.95,11.5,11.45
25Yr,12.5,12.45,12.4,21.75,12.4,12.35,12.3,12.5,12.3,12.15,11.8,11.3,11,10.95,11.1
30Yr,12.6,12.65,12.7,25.3,12.85,12.75,12.4,12.65,12.5,12.4,12,11.4,11,10.6,10.9
