Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,79.75,67.1,68.05,55.4,48.27,41.48,38.13,34.88,33.25,31.82,31.08,27.48,26.05,25.2,24.9
3Mo,78.13,69.63,68.13,56.65,48.38,42.42,38.83,35.75,34.13,32.58,31,28.35,26.38,25.95,25.18
6Mo,77.32,69.42,63.55,52.65,45.98,40.53,37.48,35.45,33.92,32.42,31.13,28.15,26.3,25.73,25.2
9Mo,80.38,69.1,59.92,49.9,44.1,39.45,36.58,34.98,33.52,31.95,30.85,27.85,26.13,25.57,24.85
1Yr,79.9,67.53,56.7,47.5,42.47,38.23,35.63,34.28,33,31.55,30.23,27.48,25.77,25.48,24.83
2Yr,64.75,51.55,43.17,38.35,35.23,33.13,31.5,30.7,29.65,28.57,27.67,25.65,24.4,24.15,23.88
3Yr,44.55,38.15,34.35,31.9,30.32,29.1,27.9,27.65,27.07,26.2,25.65,24.07,23,22.88,22.7
4Yr,33.4,30.63,28.92,27.8,26.95,26.35,25.52,25.52,25.1,24.45,23.95,22.6,21.88,21.88,21.38
5Yr,28.35,27.18,26.27,25.52,24.92,24.48,23.98,24,23.73,23.27,22.75,21.82,20.85,20.85,20.45
6Yr,25.55,25.38,24.92,23.9,23.48,23.15,22.75,22.67,22.67,22.58,21.98,20.93,20.17,19.98,19.95
7Yr,24.52,23.65,23.4,22.5,22.15,21.88,21.63,21.77,21.77,21.63,21.15,20.18,19.3,19.25,19.05
8Yr,22.95,22.7,21.93,21.55,21.27,21.13,20.92,21,21,20.9,20.55,19.3,18.88,18.58,18.42
9Yr,21.63,21.5,20.9,20.75,20.4,20.33,19.98,20.35,20.08,20.25,19.8,19.05,18.43,18.2,17.83
10Yr,20.45,20.48,19.95,19.73,19.52,19.75,19.35,19.6,19.6,19.58,19.05,18.23,17.32,17.35,17.25
15Yr,18.55,18.45,18.35,18.23,18.15,18.08,17.95,17.9,17.88,17.73,17.52,17.05,15.7,15.63,15.53
20Yr,17.45,17.27,17.15,16.8,16.85,16.82,16.65,16.4,16.38,16.42,16.77,15.35,14.78,14.65,14.63
25Yr,16.15,16.13,15.88,15.78,15.63,15.53,15.45,15.38,15.3,16.88,15,14.6,14.38,14.22,13.93
30Yr,14.73,14.7,14.55,14.38,14.27,14.3,14.35,14.1,14.05,14.18,16.1,13.8,13.63,13.43,17.77
