Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,83.63,74.8,64.35,58.38,49.9,47.6,50.75,47.35,48.4,49.83,50.75,45.05,45.85,45.75,47.7
3Mo,83.9,75.68,65.97,56.63,51.83,51.27,50.67,49.3,49.15,49.27,47.45,46.65,46.1,45.9,46.17
6Mo,79.15,73.08,58.55,54.13,51.17,49.85,48.77,47.48,47.3,47.13,47.4,44.63,44.58,43.53,43.7
9Mo,75.9,68.05,56.3,52.8,49.55,47.98,46.9,45.98,45.63,45.3,44.6,42.48,42.2,41.85,41.88
1Yr,73.85,64.13,55.45,51.73,48,46.42,45.6,44.55,43.83,43.35,41.17,40.48,40.78,39.98,39.97
2Yr,68.7,54.92,48.48,45.17,43.55,41.97,40.77,39.4,38.7,38.67,39.2,36.55,37.08,36.4,36.45
3Yr,53.08,46.42,42.25,40.08,38.88,37.97,37.02,36.63,36.08,35.7,35.67,34.47,34.92,34.13,34.67
4Yr,43.1,39.45,37.53,36.35,35.52,34.92,34.38,34.05,33.72,33.6,34.5,31.97,33.13,32.42,32.38
5Yr,37.25,35.75,34.95,34.22,33.6,33.35,32.75,32.33,32.27,32.4,33.2,31.5,32,31.4,31.88
6Yr,34.47,33.6,32.55,32.33,31.78,31.52,31,30.75,30.75,30.55,31.57,30.8,30.63,30.05,29.85
7Yr,32.9,32.3,31.68,31.1,30.65,30.6,30.4,30.1,30.25,31.05,31.8,29.65,30.27,29.73,29.95
8Yr,31.45,31.13,30.57,30.1,29.55,29.7,29.77,29.55,29.65,29.55,30.1,29.55,29.35,29.2,29.07
9Yr,30.9,30.15,29.58,29.27,29.27,29.35,29.32,29.35,29.85,29.75,29.73,29.25,28.8,29.6,28.68
10Yr,29.63,29.38,29.27,29.1,29,29.23,29.33,29.45,29.55,30.07,30.35,28.7,28.42,28,28.02
15Yr,29.38,29.27,29.5,29.5,29.4,29.57,29.58,29.65,29.88,29.77,28.27,28.13,27.95,27.55,27.68
20Yr,27.38,27.43,27.48,27.25,27.63,27.7,27.63,27.58,27.58,27.27,27.95,26.13,26.1,26.15,25.93
25Yr,26.75,27,27.18,27.27,27.33,27.33,27.33,27.33,27.25,27.2,26.8,26.15,26.27,26.08,25.9
30Yr,26.38,26.68,26.48,26.9,27.1,27.2,27.05,26.92,27.05,27.1,26.8,26.35,27.27,25.88,27.88
