Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,91.05,84.15,73.25,65.2,60.1,55.85,52.4,47.2,46,46.6,45.15,45.75,49.6,46.45,50.35
3Mo,82.8,76.85,66.25,58.9,54.55,51.05,48.2,44.88,43.5,43.65,44.45,41.35,44.95,40.9,45.5
6Mo,80.35,69.45,60.15,53.95,50.35,47.35,45.05,42.25,41.15,41.35,41.75,38.3,41.75,37.7,42.15
9Mo,73.32,61.98,54.6,49.6,46.75,43.85,42.3,40.9,40.15,39.2,39.2,39.2,39.4,40.05,39.85
1Yr,65.85,54.95,48.45,44.75,42.85,40.55,39.05,36.25,36.05,36.55,36.8,34.2,36.75,33.75,37.05
2Yr,42.75,38.35,35.9,34.55,33.35,32.55,31.95,30.75,30.55,31.35,31.4,29.6,32,30.05,32.3
3Yr,33.55,31.95,31.15,30.2,29.65,29.35,29.15,28.1,26.85,29.05,26.08,27.9,30.05,28.32,30.35
4Yr,28.45,28.15,27.45,27.15,26.95,26.9,26.95,26.3,25.95,27.15,27.9,26.25,28.05,26.3,28.35
5Yr,26.35,25.55,25.18,25.18,25.35,25.4,25.55,24.45,24.95,25.8,26.5,25.45,26.55,25.13,26.75
6Yr,23.2,22.9,23.6,23.85,23.55,23.8,23.9,22.65,24.2,24.15,24.25,24.5,24.45,25.5,24.5
7Yr,22.55,22.7,22.95,23.25,23.55,23.55,23.85,23.25,22.8,24.05,24.25,22.93,24.15,22.95,24.2
8Yr,21.8,21.05,21.25,21.95,21.9,22.2,22.35,22.5,22.55,22.95,22.95,23,22.55,23.25,22.3
9Yr,20.35,20.3,20.75,21.15,21.4,21.4,21.8,21.75,21.9,21.8,22,22.3,21.6,20.25,21.3
10Yr,21.2,21.65,21.95,22.25,22.45,22.45,22.4,20.9,20.9,22.2,21.48,20.45,21.45,20,21.25
15Yr,18.6,19.1,19.6,21,20.65,20.5,20.55,20.45,20.15,20.23,19.73,19.05,18.75,18.5,19.2
20Yr,19.45,19.2,19.1,18.95,18.63,18.45,18.68,18.48,18.23,18,17.7,17.35,17.05,16.95,16.9
25Yr,18.2,19.1,19.1,19,18.9,18.8,18.1,17.8,18.3,17.75,17.55,17.35,17.1,16.9,16.9
30Yr,18.4,17.9,17.85,17.8,17.85,17.8,17.7,17.8,17.6,17.5,17.35,17.15,17,17.15,17.25
