Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,98.2,83,77.75,66.8,56.8,56.5,57.42,55.53,54.15,55.4,53.42,50.05,50.7,50.73,51.2
3Mo,92.25,79.65,70.45,62.4,56.3,55.92,55.02,53.38,53.22,53.47,50.58,49.63,49.38,48.92,49.55
6Mo,89.05,77.9,66.05,59.88,55.73,53.98,53.1,51.13,50.78,50.9,50.13,47.17,47.55,46.4,47.17
9Mo,86.72,73.7,63.97,57.73,53.6,51.25,49.83,49.08,48.65,47.88,47.6,44.85,44.45,44.17,44.23
1Yr,83.3,71.6,61.55,56.5,52.4,50.15,48.7,47.33,46.88,46.75,43.98,43.2,43.22,42.58,43.22
2Yr,74.03,60.6,53.45,49.2,46.7,44.98,44.1,42.75,41.95,41.7,41.1,38.77,39.1,38.58,38.67
3Yr,58.17,50.48,45.75,42.3,41.03,40.4,38.9,38.73,38.05,37.4,37.98,36.1,36.42,35.78,35.58
4Yr,46.75,42,40.08,38.65,37.73,37.28,36.3,35.6,35.25,35.65,35.45,34.22,34.35,33.83,34.03
5Yr,39.73,37.7,36.97,36.2,35.45,35.02,34.5,33.88,33.75,33.97,33.9,32.83,33.6,32.58,32.9
6Yr,35.75,34.85,34.15,33.67,33.08,32.73,32.35,31.83,31.7,31.8,32.75,31.82,31.63,31.47,31.15
7Yr,34.28,33.97,32.9,32.8,32.3,31.75,31.47,30.77,31.8,32.52,32.4,31.13,31.38,30.7,30.38
8Yr,32.7,32.3,31.68,31.25,30.88,30.85,30.85,30.38,30.58,30.7,31.07,30.42,30.15,29.88,29.52
9Yr,31.68,30.55,30.58,30.25,30.05,30.23,30.05,29.85,30.48,29.95,30.38,29.88,29.58,29.08,28.7
10Yr,31,30.68,30.4,30.27,29.95,30.33,30.32,30.25,30.18,30.8,30.6,29.45,29.32,28.52,28.7
15Yr,29.4,29.68,29.85,29.93,30.15,30,30.18,30.1,30.48,30.05,28.8,29.1,28.68,28.2,28.4
20Yr,28.38,28.25,28.43,28.42,28.48,28.58,28.5,28.45,28.45,27.88,28.73,27.38,26.73,27.1,26.98
25Yr,27.55,27.52,27.65,27.75,27.85,27.88,27.9,27.93,27.95,27.5,27.18,27.13,26.95,26.63,26.5
30Yr,26.55,26.83,26.45,26.75,26.98,26.98,26.77,26.58,26.67,27.45,27.35,25.83,26.25,26.2,29.55
