Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,101.05,78.32,70.2,63.5,59.17,55.23,56.88,56.38,54.4,55.6,55.08,56,54.9,55.1,55.85
3Mo,88.6,75.25,65,59.02,57.13,54.42,53.83,52.8,52.45,51.85,50.7,50.9,49.45,50.9,51.02
6Mo,80.2,68.43,57.25,55.22,54.1,51.35,50.25,48.95,48.65,47.88,49.35,46.08,45.02,45.4,45.92
9Mo,77.5,63.47,55.88,53.17,51.02,48.67,47.15,46.58,46,44.97,44.9,42.85,42.33,42.85,42.98
1Yr,73.35,60.28,54.13,50.98,48.38,46.25,45.03,44.35,44.17,43.45,42.2,40.58,40.25,40.5,40.88
2Yr,63.25,52.3,46.38,43.9,41.98,41.25,40.55,39.73,39.1,38.67,40.77,36.58,36.02,36.17,36.33
3Yr,50.38,44.75,41.3,39.58,38.17,37.63,36.63,36.72,36.13,35.27,35.73,34.3,33.88,33.95,33.75
4Yr,41.8,39.08,36.92,36.1,35.4,34.7,34.28,34.23,33.78,33.38,35.98,32.8,32.33,32.65,32.55
5Yr,37.13,35.35,34.63,34.17,33.65,33.13,32.77,32.85,32.6,32.27,34.73,31.55,31.2,31.45,31.33
6Yr,34.1,34.08,33.52,33.1,32.55,32.2,31.95,31.58,31.65,31.58,31.65,31.27,30.95,31.02,30.8
7Yr,33.67,33.2,32.7,32.1,31.52,31.45,31.27,31,31.15,31.3,33.45,30.88,29.85,30.15,30.3
8Yr,32.77,32.38,31.85,31.3,30.88,30.77,30.68,30.45,30.55,30.67,30.68,30.25,29.9,29.85,29.6
9Yr,31.8,31.25,30.8,30.5,30.27,30.43,30.17,30.15,30.35,30.35,30.15,29.7,29.6,29.73,28.95
10Yr,30.65,30.5,30.2,29.98,29.85,29.85,29.98,30,30.15,30.25,31.85,28.75,28.48,28.57,28.5
15Yr,29.27,29.35,29.65,29.7,29.8,29.63,29.52,29.65,29.9,29.48,28.95,28.7,28.38,28.3,27.9
20Yr,28.9,28.82,28.07,28.3,28.3,29,28.52,28.65,28.75,28.83,28.6,27.88,27.05,27.35,27.58
25Yr,28.25,28.25,28.48,28.55,28.55,28.5,28.45,28.43,28.6,27.92,28.57,27.18,27.95,28.5,29.27
30Yr,28.05,27.93,27.82,27.5,27.6,27.67,27.55,27.38,28.1,28.15,27.63,30.1,30.1,29.3,32.4
