Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,111.2,100.55,109.25,83.43,68.75,59.17,57.7,54.1,50.2,49.35,42.95,40.47,39.95,39.35,39.5
3Mo,100.78,80.55,89.95,72.18,60.02,53.88,51,48,46.15,45.25,42.15,38.13,36.8,36.13,36.23
6Mo,90.22,71.03,77.47,60.65,52.8,48.02,45.38,43.1,41.8,41,40.5,35.05,33.5,32.9,32.75
9Mo,84.7,68.03,67.05,54.83,48.6,44.85,42.15,41.05,39.63,39.45,37.8,34.1,31.92,31.55,31.77
1Yr,80.85,63.13,57.7,48.95,45.25,41.95,40,38.6,38.1,37.5,35.7,33,31.15,30.95,30.65
2Yr,76.7,54.95,46.7,40.4,38,36.3,34.9,33.9,33.25,32.85,32.6,29.1,28.35,27.55,28.1
3Yr,50.25,41.02,37.35,34.3,33.02,31.95,31.15,30.98,30.42,29.75,29.4,27.35,26.55,26.15,25.8
4Yr,38.63,34,32.33,30.7,29.75,29.25,28.6,28.13,27.83,27.65,27.5,25.9,25,24.8,24.52
5Yr,32.4,30.88,29.32,28.45,27.7,27.4,26.57,26.73,26.35,26.4,25.7,24.35,23.65,23.5,23.5
6Yr,30.2,27.9,27.25,26.6,26.05,25.75,25.45,25.38,25.3,25.2,24.7,23.6,22.8,23.1,22.35
7Yr,27.77,26.77,26.23,25.55,25.13,25.05,24.65,24.92,24.95,24.65,24.5,23.3,22.9,22.35,22.35
8Yr,26.1,25.85,24.65,24.3,23.98,23.85,23.8,23.7,23.8,23.9,23.35,22.5,21.8,21.23,21.45
9Yr,24.52,23.9,23.65,23.35,23,23.05,22.73,22.9,23,23.02,22.73,21.77,21.35,21.55,21.1
10Yr,22.92,22.65,22.35,22.13,22.5,22.25,22.35,22.63,22.65,22.55,22.1,21.13,20.65,20.5,20.7
15Yr,21.35,21.45,21.45,21.45,21.45,21.5,21.48,21.5,21.6,21.6,20.83,20.15,19.75,19.85,19.5
20Yr,20.6,20.4,20.2,20.1,20.1,20,20,20.2,20.15,20.3,20.95,19.05,18.6,19.65,18.67
25Yr,20.45,20.6,20.6,20.6,20.65,20.75,20.8,20.85,20.95,21.05,19.6,20.6,20.9,21.3,15.6
30Yr,21.45,21.3,21.25,21.13,21.23,21.3,21.5,21.8,22,17.5,20.85,22.1,22.82,18.52,22.6
