Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81688,0,2.81688,2.81688,0.99293
EDU08   ,2.79745,0,2.79745,2.83835,0.992435
EDZ08   ,2.87888,0,2.87888,2.86293,0.985265
EDH09   ,2.80717,0,2.80717,2.86863,0.978323
EDM09   ,2.91982,0,2.91982,2.89976,0.971155
EDU09   ,3.10683,0,3.10683,2.94985,0.963588
EDZ09   ,3.36824,0,3.36824,3.02173,0.955453
2 YR,3.184,0,3.184,3.18965,0.938672
3 YR,3.4715,0,3.4715,3.48626,0.901334
4 YR,3.664,0,3.664,3.68709,0.864036
5 YR,3.8075,0,3.8075,3.83851,0.826871
6 YR,3.9365,0,3.9365,3.97714,0.789554
7 YR,4.045,0,4.045,4.09549,0.752926
8 YR,4.1345,0,4.1345,4.19431,0.717268
9 YR,4.207,0,4.207,4.27529,0.683288
10 YR,4.269,0,4.269,4.34549,0.650577
11 YR,4.325,0,4.325,4.41007,0.618885
12 YR,4.371,0,4.371,4.46342,0.588769
15 YR,4.474,0,4.474,4.58509,0.506554
20 YR,4.564,0,4.564,4.69085,0.395555
25 YR,4.5298,0,4.5298,4.60622,0.32022
30 YR,4.613,0,4.613,4.75617,0.244107
40 YR,4.6215,0,4.6215,4.73285,0.153956
50 YR,4.6325,0,4.6325,4.73841,0.096176
