Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,62.5,69.3,59.1,55.75,53.45,49.45,46.35,43.55,41.2,38.9,36.9,34,30.85,30.5,29.7
3Mo,60.4,59.33,53.65,50.63,48.28,44.92,42.35,39.45,37.8,35.75,33.5,31.05,29.6,28.9,28.23
6Mo,59.05,52.75,48,45.28,43.1,40.1,37.55,35.55,34.25,32.47,30.8,28.3,27.2,26.65,26.3
9Mo,55.58,48.2,44.38,41.65,40.55,38.15,35.95,33.1,32.1,31.1,29.55,27.25,26.35,25.75,25.2
1Yr,52.4,44.1,40.9,38.92,37.15,34.33,33.25,31.2,30.1,29.05,27.85,26.1,24.93,25.1,23.9
2Yr,35.9,34.3,32.85,31.3,30.25,28.95,28.18,27.4,26.6,25.8,24.83,23.4,22.55,22.3,22.1
3Yr,31.15,30.15,28.75,27.95,27.02,26.15,25.5,25.35,25.1,23.75,23.05,22,21.55,21.4,21
4Yr,27.82,26.75,26.15,25.15,24.55,24.05,23.6,23.45,22.9,22.25,21.85,21,20.35,20.3,19.95
5Yr,24.3,24.05,23.52,23.23,22.7,22.25,21.95,21.9,21.5,20.95,20.6,19.9,19.25,19.4,18.95
6Yr,22.85,21.9,22,21.8,21.45,21.15,20.75,20.95,20.35,19.95,19.45,18.7,18.45,18.25,17.95
7Yr,20.7,20.77,20.7,20.5,20.17,19.8,19.55,19.5,19.2,18.82,18.8,18,17.4,17.55,17.25
8Yr,20.4,19.85,19.7,19.45,19.25,19,18.8,18.6,18.45,18.2,17.9,17.45,17.2,16.75,16.5
9Yr,19.1,18.75,18.6,18.4,18.2,17.95,17.9,17.7,17.55,17.4,17.15,16.85,16.6,16.4,15.85
10Yr,17.95,17.7,16.68,17.4,17.3,17.15,16.95,17.2,17,16.55,16.5,15.7,15.3,15.4,15.05
15Yr,16.3,16.3,16.25,16.1,16,15.8,15.6,15.4,15.2,15.5,15,14.3,14,14,13.9
20Yr,17,14.9,14.8,14.8,14.8,14.7,14.7,14.7,14.6,14.45,14.05,13.55,13.3,13.1,12.95
25Yr,14.7,14.9,15,15,15.05,14.65,14.35,14.1,13.85,13.6,13.2,12.7,12.4,12.15,12
30Yr,14.95,14.55,14.5,14.45,14.4,13.95,13.6,13.4,13.1,12.85,12.5,12.05,11.85,11.65,11.45
