Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,85.3,73.65,70.8,66.55,62.02,55.65,53.63,51.98,50.73,50.13,48.58,45.55,45.77,45.5,45.92
3Mo,85.88,77.1,69.18,62.63,58.65,54.2,51.35,49.8,48.67,47.83,46.47,44.6,43.35,43.05,43.13
6Mo,86.33,74.45,64.22,59.77,55.65,51.75,49.33,47.72,46.5,45.33,44.7,42.4,41.4,40.75,40.83
9Mo,86.3,72.18,61.95,56.83,52.98,49.17,46.98,45.75,44.27,43.17,42.42,40.47,39.63,39.1,39.23
1Yr,83.2,69.82,59.9,53.63,50.23,46.73,44.63,43.45,42.55,41.08,39.98,38.58,37.9,37.73,37.55
2Yr,71.53,56.58,48.42,44.38,42.25,40.35,38.95,38.17,37.27,36.38,36.3,34.3,34.2,33.58,33.38
3Yr,50.95,44.42,40.33,37.92,36.53,35.38,34.55,34.5,33.7,32.85,33.3,31.52,31.27,31.05,30.9
4Yr,40.77,37.15,35.35,34.17,33.4,32.8,32.05,31.8,31.43,31.1,31.5,30.08,29.8,29.73,29.45
5Yr,34.7,33.17,32.4,31.85,31.38,31.13,30.52,30.25,30.02,29.95,30.33,28.82,28.58,28.5,28.52
6Yr,31.17,30.98,30.48,30.05,29.7,29.43,29.07,28.6,28.4,28.5,28.88,27.98,27.83,27.65,27.48
7Yr,30.67,30.15,29.7,29.32,29,28.9,28.63,28.3,28.4,28.8,29.1,27.15,27.42,27.07,27
8Yr,29.35,28.95,28.6,28.25,27.92,27.88,27.77,27.27,27.38,27.38,27.5,26.65,26.48,26.33,26.07
9Yr,28.6,28.52,27.8,27.4,27.73,27.38,27.23,26.92,27.43,27,27.13,26.3,25.98,27.05,25.52
10Yr,27.93,27.7,27.45,27.3,27.2,27.25,27.2,27.58,27.13,27.35,27.48,26.27,25.38,25.05,25.13
15Yr,26.35,26.4,26.52,26.68,26.93,26.7,26.7,27,27.05,26.7,25.75,25.17,24.75,24.67,24.42
20Yr,24.5,24.5,24.6,24.9,25.02,24.65,24.55,24.55,24.55,24.9,25.2,23.6,23.33,23.13,22.9
25Yr,24.1,24.35,24.05,24.1,24.2,24.15,24.2,24.25,24.35,24.45,25.1,24.15,24.7,25.25,24.9
30Yr,24.6,24.67,24.55,24.7,24.88,25.15,25.27,25.35,25.55,25.67,24.35,26.17,26.65,26.42,27.98
