Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80875,0,2.80875,2.80875,0.992873
EDU08   ,2.85476,0,2.85476,2.90404,0.990594
EDZ08   ,3.06361,0,3.06361,2.97855,0.982982
EDH09   ,3.06185,0,3.06185,3.02766,0.975432
EDM09   ,3.17948,0,3.17948,3.08206,0.967655
EDU09   ,3.37153,0,3.37153,3.14644,0.959478
EDZ09   ,3.643,0,3.643,3.22853,0.950723
2 YR,3.3855,0,3.3855,3.39218,0.934938
3 YR,3.7145,0,3.7145,3.73232,0.894995
4 YR,3.9455,0,3.9455,3.97419,0.854261
5 YR,4.101,0,4.101,4.13862,0.814795
6 YR,4.2355,0,4.2355,4.28346,0.775464
7 YR,4.3445,0,4.3445,4.40252,0.737246
8 YR,4.4395,0,4.4395,4.50821,0.700016
9 YR,4.52,0,4.52,4.59906,0.663995
10 YR,4.582,0,4.582,4.66939,0.630211
11 YR,4.639,0,4.639,4.73556,0.597596
12 YR,4.6865,0,4.6865,4.79116,0.566567
15 YR,4.787,0,4.787,4.90981,0.482948
20 YR,4.876,0,4.876,5.0145,0.371276
25 YR,4.911,0,4.911,5.04808,0.287551
30 YR,4.9245,0,4.9245,5.05196,0.223854
40 YR,4.916,0,4.916,4.98976,0.13926
50 YR,4.8915,0,4.8915,4.88578,0.089499
