Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,110.95,102.05,88.9,80.05,74.25,69.15,64.95,56.8,56.25,58.55,57.97,57.15,63.3,56.42,64.15
3Mo,98.15,89.55,77.05,69.25,64.25,60.45,57.45,52.15,51.9,53.25,52.9,49.13,55.75,48.75,57.1
6Mo,90.95,80.65,70.05,63.6,59.75,56.35,53.95,49,47.9,50.45,50.55,46.45,51.65,46.45,52.55
9Mo,85.1,73.35,64.85,59.25,56.1,53.15,51.3,49.6,49.05,48.4,48,47.45,49.1,48.75,49.3
1Yr,77.25,65.5,59.15,54.45,51.95,49.45,48.15,45.02,43.8,45.85,45.7,45.9,46.05,46.2,46.55
2Yr,51.9,47.85,44.95,43.65,42.45,41.65,40.95,37.85,37.65,40.15,37,37.8,41.05,38.6,41.45
3Yr,42.65,40.15,39.35,38.2,38.25,37.75,37.45,34.75,33.5,37.35,30.8,35.38,38.7,36.45,39.15
4Yr,35.75,35.75,34.75,34.85,34.75,34.55,34.55,32.2,32.13,34.65,30.9,33.25,36.05,34.5,36.45
5Yr,33.6,32.35,32.5,32.4,32.35,32.4,32.55,30.6,30.35,32.75,32.9,32.15,34.05,33.75,34.15
6Yr,30.1,30,30.3,30.7,30.7,30.3,29.9,30.65,31.45,31.65,31.55,31.4,31.5,32.55,31.45
7Yr,29.8,29.5,29.45,29.75,30.15,30.25,30.3,28.88,28.65,30.35,30.4,29.2,30.9,29.2,30.85
8Yr,28.5,27.35,27.45,27.95,28.25,28.25,28.4,28.7,29.05,29.1,29,28.85,28.65,29.35,28.2
9Yr,26.9,26.65,26.85,27.45,27.65,27.7,28.1,28.25,28.35,28.4,28.3,28.25,27.85,27.45,27.05
10Yr,26.55,27.1,27.35,27.55,27.65,27.65,27.7,27.8,27.8,27.65,26.88,25.75,27.05,25.05,26.75
15Yr,24.55,24.95,24.4,25.67,24.8,25.6,25.9,25.25,24.58,25.45,24.52,23.15,22.88,22.38,22.9
20Yr,27,22.38,24.13,21.98,26.3,24.15,24.25,23.9,23.55,22.05,21.98,21.9,21.45,21.3,21.2
25Yr,24.5,24.3,24.1,21.8,21.75,23.5,23.3,23.2,23,22.8,22.6,22.3,19.15,22.1,19.05
30Yr,23.1,23.1,23.1,23,22.8,22.7,22.5,22.35,22.15,21.95,21.9,21.9,21.9,21.75,21.65
