Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.80438,0,2.80438,2.80438,0.992731
EDU08   ,2.83973,0,2.83973,2.88885,0.990327
EDZ08   ,3.00356,0,3.00356,2.94261,0.982865
EDH09   ,3.05678,0,3.05678,3.00012,0.975329
EDM09   ,3.21941,0,3.21941,3.06958,0.967456
EDU09   ,3.44145,0,3.44145,3.14908,0.959112
EDZ09   ,3.72792,0,3.72792,3.24378,0.950158
2 YR,3.4115,0,3.4115,3.41909,0.934356
3 YR,3.7785,0,3.7785,3.79887,0.893242
4 YR,4.0155,0,4.0155,4.04694,0.851921
5 YR,4.175,0,4.175,4.21549,0.811733
6 YR,4.311,0,4.311,4.36191,0.771899
7 YR,4.425,0,4.425,4.48665,0.73283
8 YR,4.518,0,4.518,4.59,0.695552
9 YR,4.592,0,4.592,4.67291,0.659862
10 YR,4.6555,0,4.6555,4.7452,0.625641
11 YR,4.704,0,4.704,4.80029,0.593454
12 YR,4.7615,0,4.7615,4.86957,0.561235
15 YR,4.865,0,4.865,4.99268,0.477253
20 YR,4.952,0,4.952,5.09395,0.365667
25 YR,4.99,0,4.99,5.13278,0.281674
30 YR,5.0045,0,5.0045,5.13811,0.218252
40 YR,5.007,0,5.007,5.10086,0.133315
50 YR,4.996,0,4.996,5.03512,0.08321
