Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,42.9,45.25,41.9,39.3,37.55,34.65,32,29.45,27.4,25.8,24.95,21.6,21.8,20.1,19.7
3Mo,42.6,43.35,40.25,37.4,35.35,32.85,30.55,28.2,26.9,25.2,23.55,21.9,20,20,19.9
6Mo,40.9,38.97,36.1,33.7,31.8,29.9,27.77,26.6,25.2,24,21.95,21.2,19.9,19.7,19.5
9Mo,40.13,36.67,34.3,32.05,30.2,28.55,27.1,25.25,24.45,23.45,22.3,20.65,19.55,19.5,19.25
1Yr,38.15,34.4,32.27,30.4,28.6,27.2,26,24.4,23.6,22.9,21.75,20.75,19.3,19.45,18.8
2Yr,29.05,27.75,26.93,25.85,25,24.2,23.25,22.55,22,21.4,20.3,19.75,18.7,18.8,18.15
3Yr,26,25,24.2,23.6,23,22.4,21.8,21.3,20.3,20.4,19.7,18.9,18.1,18.2,17.7
4Yr,23.75,22.95,22.5,21.73,21.5,20.75,20.6,20.15,19.8,19.5,18.65,18.05,17.1,17.5,16.93
5Yr,21.68,21,20.9,20.5,19.85,19.58,19.5,19.15,18.9,18.6,17.85,17.2,16.6,16.7,16.25
6Yr,20.25,19.5,19.4,19.15,18.9,18.6,18.25,17.8,17.95,17.6,17.05,16.25,16,15.85,15.7
7Yr,18.85,18.6,18.35,18.15,18.3,17.77,17.45,17.55,17.35,17.1,16.3,15.75,15.18,15.3,14.95
8Yr,17.9,17.55,17.5,17.35,17.15,16.95,16.8,16.6,16.45,16.25,15.85,15.35,15.05,14.75,14.7
9Yr,17.05,16.85,16.7,16.6,16.45,16.2,16.2,15.95,15.8,15.7,15.4,15.05,14.75,13.65,14.25
10Yr,17.1,16.7,16.6,16.13,16.05,15.95,15.68,15.7,15.5,15.05,14.5,14.1,13.6,13.9,13.53
15Yr,14.95,15,14.75,14.7,14.5,14.55,14.3,14.25,14.1,13.95,13.55,13,12.9,12.75,12.2
20Yr,13.5,13.7,13.6,13.5,13.45,13.6,13.5,13.3,13.1,12.75,12.35,11.8,11.5,11.45,11.3
25Yr,13.3,12.75,12.65,12.6,12.5,12.35,12.25,12.15,12,11.9,11.45,10.8,10.6,10.45,10.3
30Yr,12.95,12.4,12.35,12.2,12.1,12,11.85,11.8,11.65,11.45,10.95,10.25,10,9.9,9.7
