Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,33.8,45.55,41.3,38.95,37.25,35,33.2,30.25,28.8,28.2,27.6,24,24.35,22.55,22.9
3Mo,37.7,41.25,38.7,36.65,35.45,33.35,31.55,30.05,28.8,27.2,26.2,24.25,22.85,22.5,22.02
6Mo,40.28,38.92,36.25,34.55,32.95,31.05,29.4,28.05,27.2,26,25,23.2,22.1,21.7,21.4
9Mo,39.6,37.25,34.63,32.67,31.75,30.1,28.65,26.8,26,24.77,23.75,22.25,21.5,21.25,20.85
1Yr,38.15,35,32.38,30.92,29.65,28.25,27.05,26.2,24.95,23.85,22.85,22,20.9,20.85,20.3
2Yr,30,28.63,27.8,26.7,25.7,24.4,24.1,23.3,22.6,21.8,21.05,20,19.6,19.75,19.1
3Yr,26.2,25.38,24.5,23.75,23.15,22.5,21.95,21.8,21.9,20.5,19.55,19.5,18.8,18.8,18.4
4Yr,23.7,23.1,22.4,21.85,21.4,20.85,20.4,20.3,20,19.4,19.35,18.35,18,17.85,17.6
5Yr,21.52,20.9,20.52,20.25,19.85,19.45,19.2,19.3,19.05,18.4,18.1,17.4,17.2,17,16.9
6Yr,20.25,19.55,19.55,19.35,19.05,18.8,18.45,18.7,18.1,17.75,17.3,16.65,16.4,16.25,16.05
7Yr,18.8,18.7,18.25,18.05,17.9,17.75,17.7,17.5,17.2,17,16.6,16.1,15.7,15.7,15.32
8Yr,17.95,17.55,17.55,17.4,17.25,17.05,16.9,16.7,16.6,16.35,16.1,15.8,15.55,15.15,15
9Yr,16.9,16.75,16.7,16.6,16.45,16.25,16.2,16,15.85,15.7,15.55,15.4,15.15,14.8,14.55
10Yr,16.4,16.2,16.13,16.02,15.97,16,15.8,15.6,15.45,15.3,15.35,14.55,14.2,14.25,14
15Yr,14.85,14.6,14.6,14.6,14.6,14.5,14.4,14.3,14.2,14.1,13.7,13.1,12.9,12.95,12.9
20Yr,14.2,14.3,14.05,13.85,13.9,13.7,13.6,13.45,13.3,13.15,12.85,12.5,12.15,12.2,12.05
25Yr,13.7,13.6,13.25,13.5,13.5,13,12.9,12.8,12.8,12.55,12.25,11.85,11.6,11.4,11.2
30Yr,13.2,12.9,12.9,12.85,12.85,12.7,12.6,12.55,12.4,12.25,11.95,11.5,11.25,11,10.8
