Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.175,0,2.175,2.175,0.994472
EDZ08   ,1.85467,0,1.85467,1.94746,0.993293
EDH09   ,1.75829,0,1.75829,1.88691,0.988898
EDM09   ,1.8662,0,1.8662,1.89449,0.984255
EDU09   ,2.03841,0,2.03841,1.93384,0.979209
EDZ09   ,2.28993,0,2.28993,2.00196,0.973574
EDH10   ,2.45579,0,2.45579,2.08217,0.967568
2 YR,2.307,0,2.307,2.31259,0.954933
3 YR,2.807,0,2.807,2.82663,0.919171
4 YR,3.1935,0,3.1935,3.23013,0.879701
5 YR,3.506,0,3.506,3.56202,0.838171
6 YR,3.719,0,3.719,3.7905,0.798275
7 YR,3.8855,0,3.8855,3.97151,0.759358
8 YR,4.031,0,4.031,4.13277,0.72082
9 YR,4.12,0,4.12,4.22986,0.68611
10 YR,4.165,0,4.165,4.2751,0.655075
11 YR,4.216,0,4.216,4.33047,0.62421
12 YR,4.233,0,4.233,4.34328,0.597134
15 YR,4.253,0,4.253,4.34801,0.52455
20 YR,4.2255,0,4.2255,4.28374,0.428398
25 YR,4.213,0,4.213,4.25122,0.349314
30 YR,4.216,0,4.216,4.24959,0.283157
40 YR,4.187,0,4.187,4.17609,0.191429
50 YR,2.9264,0,2.9264,2.0525,0.360228
