Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,75.55,72.7,61.05,56.1,53.45,49.75,47,43.4,41.8,42.4,42.35,42.13,45.45,42.75,47.25
3Mo,73.95,64,55.25,50.15,47.2,44.3,42.1,39.6,38.4,38.85,39.7,36.55,40.35,36.15,40.95
6Mo,66.75,56.5,48,44.1,41.4,39.15,37.35,35.3,34.5,34.8,34.05,32.73,34.85,32.02,35
9Mo,59.98,49.7,43.75,40.55,38.33,36.3,34.95,34.15,33.5,32.58,32.55,32.6,32.7,33.1,32.9
1Yr,52.7,43.17,39,36.5,34.7,33.05,32.05,30.45,30,30.55,29.4,29,30.52,28.55,30.63
2Yr,33.6,31.5,30.2,29.15,28.35,27.63,27.25,26.23,25.95,26.63,27.1,25.9,26.98,25.4,27.35
3Yr,27.85,27.2,26.45,25.85,25.45,25.25,25.3,24.35,24.4,24.9,24.05,24.63,25.65,24.15,25.4
4Yr,24.93,24.18,23.75,23.4,23.35,23.45,23.5,22.88,22.7,23.38,23.95,23.2,23.95,23,24.25
5Yr,22.32,22.1,21.8,21.85,22.13,22,22.15,21.52,21.5,22.2,22.75,21.93,22.52,21.77,22.5
6Yr,20.95,20.75,21,21.2,21.3,21.4,21.35,21.05,21.5,21.35,21.45,21.6,21.55,22.65,21.5
7Yr,19.45,19.8,20.33,20.8,20.8,20.63,20.75,19.98,20.6,20.68,20.95,20.2,20.75,19.7,20.95
8Yr,19.85,19.05,19.4,19.65,19.8,19.9,19.95,19.95,19.95,19.8,20.1,20.65,20.8,21.6,20.65
9Yr,18.65,18.5,18.75,19,19.15,19.15,19.3,19.2,19.2,19.1,19.55,20.25,20.35,19.15,20.25
10Yr,18.15,18.27,18.45,18.63,18.88,18.85,18.82,18.48,18.75,18.63,18.25,17.7,18.1,17.27,18.07
15Yr,17.55,17.68,18.1,17.9,17.98,18.1,17.48,17.55,17.23,16.92,16.68,16.35,16.35,16.2,16.2
20Yr,16.5,15.93,15.73,15.57,15.45,15.28,15.18,15.07,15.5,14.73,14.8,15,14.85,14.75,14.65
25Yr,16,16.3,16.35,16.35,16.25,15.85,15.55,15,16.3,16.2,15.9,15.5,15.3,15.2,12.5
30Yr,16.7,16.7,16.6,16.5,16.4,16.2,16.1,16,15.9,12.55,13.5,15,14.15,14.45,13.7
