Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,90.45,98.25,88.88,86.13,85.18,83.25,81.95,81.7,81.9,82.33,85,89,94.47,102,108.45
3Mo,77.35,78.35,75.7,74.78,75.07,72.53,70.6,69.7,69.2,68.7,71.65,74.8,80.45,85.6,89.32
6Mo,73.82,69.65,67.15,65.65,65.07,62.95,61.38,60.7,60.3,59.88,62.5,63.1,67.38,71.4,74.25
9Mo,67.9,62.92,61.33,60,59.42,57.58,56.3,56.7,56.45,55.13,56.42,58.35,61.3,63.75,67.7
1Yr,61.45,56.38,55.45,54.23,53.55,51.77,50.95,50.6,50.3,50.05,52.4,52.45,55.77,58.9,60.45
2Yr,47.67,46.33,45.55,45.02,44.63,43.98,43.7,43.8,43.9,43.98,46.25,46.2,49.17,51.5,52.85
3Yr,41.85,41.23,40.58,40.15,40.17,40.05,40.08,40.5,41.6,40.85,41.52,43.35,45.73,47.4,47.95
4Yr,38.85,38.05,37.22,37.08,37.17,37.2,37.4,37.9,38.2,38.35,39.3,40.8,42.27,43.8,44.25
5Yr,35.17,34,34.45,34.63,34.95,35.17,35.48,36,36.3,36.35,37.5,38.55,39.98,40.65,40.7
6Yr,31.4,31.9,32.75,33.1,33.6,33.8,33.75,34.6,34.9,35.15,35.75,36.65,37.9,39.8,38.15
7Yr,30.27,30.88,31.2,31.7,32.25,32.58,32.95,33.5,33.9,33.98,35.2,35.7,36.42,37.2,36.67
8Yr,29.75,29.35,30.2,30.55,30.9,31.5,31.75,32.25,32.55,32.6,33.1,33.85,35.2,35.95,33.6
9Yr,28.55,29,29.9,30.25,30.45,31.2,31.5,31.95,32.15,32.15,32.55,33.15,34.15,33.4,31.95
10Yr,28.58,29.25,29.75,30.33,30.83,31.25,31.63,32.2,32.2,32.63,32.17,31.55,33.02,32,32.4
15Yr,28.8,29.3,32.4,30.5,33.5,33.5,33.3,33.2,33,32.9,32.25,31.3,30.6,29.75,26.75
20Yr,31.3,31.1,30.4,30.3,30.85,29.55,30.9,29.05,30.7,29.8,29.1,28.15,27,25.2,26.7
25Yr,29.9,30,30.1,30.1,30,29.2,28.55,27.75,28.15,27,26.6,26,25.4,24.6,24.25
30Yr,31.9,26.7,29.4,24,25.35,25.5,25.3,25,24.8,23.85,23.9,24.05,24.1,24.55,24.4
