Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,75.95,72.95,60.85,54.95,51.8,48.65,46.35,44.85,43.35,42.45,45.7,44.23,45.25,44.08,46.3
3Mo,70.03,63.45,54.65,49.75,47.05,44.55,42.75,41.65,40.7,39.85,41.1,39.45,41.23,38.78,41.52
6Mo,64,56.25,48.35,44.65,42.65,40.65,39.25,38.3,37.6,36.95,37.5,36,36.95,34.95,37.05
9Mo,58.85,50.35,44.25,41.25,39.58,37.67,36.8,35.75,35.25,35,34.8,34.5,34.67,35.05,34.85
1Yr,52.75,44.17,39.65,37.35,36.05,34.85,33.85,33.08,32.95,32.5,33,32.2,32.4,31.35,32.5
2Yr,34.45,32.15,30.75,29.95,29.4,28.85,28.55,28.15,28.05,28.15,28.7,28.07,28.45,27.35,28.42
3Yr,28.57,27.85,27.35,26.8,26.52,26.5,26.27,26.35,26.5,26.35,24.05,26.6,26.7,25.85,26.75
4Yr,25.55,25,24.95,24.75,24.7,24.65,24.65,24.45,24.2,24.5,25.1,24.98,25.02,24.7,25.05
5Yr,23.32,23.35,22.98,23.02,23.2,23.25,23.15,23.1,22.7,23.27,24.9,23.5,23.75,23.18,23.6
6Yr,21.7,21.5,21.85,22,22.1,22.25,22.25,22.65,22.45,22.35,22.35,22.4,22.2,23.2,22.25
7Yr,20.65,20.85,21.05,21.13,21.45,21.45,21.55,21.5,21.75,21.45,21.8,21.25,21.32,20.95,21.25
8Yr,20.9,20,20.25,20.45,20.6,20.75,20.85,20.9,21,20.85,20.85,20.95,20.6,21.25,20.3
9Yr,19.6,19.35,19.6,19.85,20,20.05,20.3,20.25,20.25,20.15,20.2,20.3,19.9,19.55,19.5
10Yr,18.95,19.18,19.4,19.75,19.8,19.8,19.75,19.92,19.77,19.52,19.6,18.85,18.7,18.18,18.57
15Yr,18.65,18.68,18.68,18.7,18.75,19,18.8,18.55,18.23,17.77,17.45,17.05,16.98,16.85,17.05
20Yr,17.55,17.55,17.55,17.55,17.55,17.35,17.1,16.95,16.7,15.18,15.38,15.7,15.25,15.55,15.45
25Yr,16.15,15.8,16,16.15,16,15.8,15.6,15.15,15.9,15.05,14.85,14.6,15.4,15.5,14.3
30Yr,16,16,15.9,15.8,15.8,15.75,15.65,15.55,15.4,15.25,15.15,15,14.95,15.1,15.15
