Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,34.6,40.38,37.8,35.15,34.3,32.4,30.5,28.65,27.2,26.1,24.25,22.3,22.5,20.9,20.9
3Mo,35.6,38.83,36.5,34.25,33.15,31.25,29.55,28.2,26.8,25.25,24.1,22.5,21.3,20.8,20.6
6Mo,39.4,37.63,34.8,33.15,31.8,29.98,28.55,27.4,26.3,25.2,22.8,22.25,21.3,20.8,20.6
9Mo,39.35,36.38,33.9,32.35,30.88,29,28.05,26.6,25.8,24.75,23.6,21.95,21.15,20.9,20.45
1Yr,38.9,34.97,32.7,31.3,30,27.75,27.3,26.2,25.1,24.08,23.05,22,21,20.7,20.08
2Yr,30.13,29.05,27.95,26.9,26.2,25.3,24.5,23.8,23.1,22.5,20.9,20.75,19.77,19.6,19.4
3Yr,26.93,26.08,25.15,24.38,24,22.95,22.45,22.3,21.8,21.3,20.5,19.6,19.2,19,18.5
4Yr,24.85,23.7,23.05,22.45,21.95,21.45,21.3,20.8,20.5,19.92,19.45,18.7,18.3,18.1,18
5Yr,22,21.55,21.1,20.75,20.45,20.1,19.75,19.6,19.4,18.85,18.5,17.9,17.25,17.35,17
6Yr,20.95,20.2,20.1,19.85,19.55,19.1,18.65,18.55,18.5,18.05,17.55,16.8,16.55,16.4,16.3
7Yr,19.42,19.05,18.95,18.75,18.8,18.6,18.3,18,17.8,17.6,17,16.5,16.1,15.95,16
8Yr,18.5,18.15,18,17.8,17.65,17.4,17.15,17,16.95,16.65,16.3,15.8,15.65,15.3,15.2
9Yr,17.5,17.25,17.1,17,16.85,16.6,16.55,16.35,16.2,16.05,15.8,15.5,15.25,14.5,14.75
10Yr,16.92,16.65,16.6,16.5,16.7,16.23,16.4,16,15.8,15.7,14.95,14.7,14.35,14.4,14.2
15Yr,15.3,15.5,15.05,15.2,15,15,14.8,14.7,14.5,14.35,14,13.5,13.3,13.25,13.1
20Yr,15.2,14.6,14.6,14.5,14.4,14.3,14.2,14.1,14,13.2,12.9,12.5,12.7,12.6,12
25Yr,13.75,13.3,14.3,13.1,14.2,14.1,12.85,13.8,12.6,12.45,12.15,11.7,11.45,11.25,11.05
30Yr,14,12.7,12.7,12.6,12.6,12.45,12.3,12.25,12.1,11.95,11.65,11.25,11,10.8,10.6
