Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,94.3,85.75,90.08,71.72,61,54.35,54.13,51.75,49.3,49.38,47.17,42.7,42.17,42.25,42.33
3Mo,92.83,77.28,73.58,63.9,56.75,51.9,49.6,46.92,45.95,45.35,43.02,39.45,38.42,38,37.75
6Mo,88.22,75.35,68.03,60.17,53.33,48.75,46.2,43.9,42.8,41.65,41.08,36.85,35.5,34.85,34.77
9Mo,86.9,72.05,65.25,55.13,50.3,46.05,44.25,42.17,41,40.27,38.75,35.4,33.83,33.42,33.3
1Yr,81.3,67.28,58.67,50.3,46.65,43.45,41.83,40.25,39.55,38.35,36.65,33.95,32.63,32.3,32.08
2Yr,73.7,57.52,47.5,42.33,39.55,37.55,36.13,35.25,34.7,33.63,33.65,31,30.05,29.67,29.17
3Yr,51.15,43.38,38.75,35.88,34.45,33.35,32.3,32.25,31.5,30.65,31.08,28.92,28.13,27.88,27.48
4Yr,40,35.67,33.35,31.82,30.75,30.33,29.77,29.7,29.4,28.8,29.2,27.63,26.8,26.77,26.3
5Yr,33.27,31.68,30.65,29.68,29.05,28.73,28.02,28.2,28.05,27.45,27.88,26.25,25.95,25.45,25.1
6Yr,30.38,29.33,28.6,28.02,27.55,27.35,27.07,26.8,26.8,26.7,26.35,25.6,25.33,25.05,24.85
7Yr,27.8,27.15,26.63,26.13,26.13,25.65,25.38,25.6,25.52,25.63,26,24.55,24.15,23.95,23.95
8Yr,27.15,26.52,26.13,25.7,25.3,25.38,25.23,25.23,25.23,25.27,25.02,24.1,24.18,23.95,23.75
9Yr,25.67,25.13,25.15,24.57,24.27,24.3,24.15,24.4,24.5,24.35,24.15,23.65,23.48,24.08,22.93
10Yr,24.77,24.52,24.3,24,23.88,23.93,23.92,24.38,24.45,24.2,24.35,23.2,22.25,22.4,22.35
15Yr,23.17,23,23.1,23.3,23.2,23.3,23.23,23.27,23.3,23.08,22.38,21.95,21.55,21.82,21.68
20Yr,21.4,21.5,21.45,21.4,21.35,21.38,21.25,21.1,21.08,21.17,20.92,20.38,20.18,20.2,20.1
25Yr,20.35,20.35,20.3,20.25,20.1,20.48,19.77,19.65,19.7,19.65,19.32,18.73,18.92,18.95,18.48
30Yr,18.73,18.55,18.55,18.5,18.4,18.45,18.1,18.1,17.88,17.92,19.35,17.45,17.6,17.38,29.63
