Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.15313,0,2.15313,2.15313,0.994528
EDZ08   ,1.93216,0,1.93216,1.98245,0.993773
EDH09   ,1.75756,0,1.75756,1.90294,0.989377
EDM09   ,1.8043,0,1.8043,1.88654,0.984885
EDU09   ,1.8749,0,1.8749,1.88977,0.980239
EDZ09   ,1.9994,0,1.9994,1.9118,0.97531
EDH10   ,2.03281,0,2.03281,1.93905,0.970324
2 YR,1.9945,0,1.9945,1.9957,0.961062
3 YR,2.3057,0,2.3057,2.31424,0.93324
4 YR,2.57505,0,2.57505,2.59319,0.901943
5 YR,2.817,0,2.817,2.84749,0.868099
6 YR,2.9365,0,2.9365,2.97253,0.837747
7 YR,3.05995,0,3.05995,3.10458,0.806016
8 YR,3.1185,0,3.1185,3.16539,0.777761
9 YR,3.1485,0,3.1485,3.19487,0.751814
10 YR,3.143,0,3.143,3.18376,0.729027
11 YR,3.1615,0,3.1615,3.20215,0.705016
12 YR,3.1545,0,3.1545,3.1903,0.683988
15 YR,3.097,0,3.097,3.1125,0.629217
20 YR,3.007,0,3.007,2.9935,0.551968
25 YR,2.9315,0,2.9315,2.89344,0.487601
30 YR,3.2775,0,3.2775,3.43993,0.359442
40 YR,2.9678,0,2.9678,2.86884,0.320016
50 YR,2.88,0,2.88,2.72934,0.257813
