Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.79813,0,2.79813,2.79813,0.9929
EDU08   ,2.84963,0,2.84963,2.88873,0.989618
EDZ08   ,3.08338,0,3.08338,2.97331,0.981964
EDH09   ,3.17151,0,3.17151,3.05419,0.974154
EDM09   ,3.33404,0,3.33404,3.13634,0.966013
EDU09   ,3.56597,0,3.56597,3.22543,0.957383
EDZ09   ,3.85233,0,3.85233,3.32635,0.94815
2 YR,3.4835,0,3.4835,3.49172,0.93311
3 YR,3.8335,0,3.8335,3.85366,0.891614
4 YR,4.056,0,4.056,4.08653,0.8506
5 YR,4.216,0,4.216,4.25592,0.810128
6 YR,4.3535,0,4.3535,4.40426,0.769982
7 YR,4.472,0,4.472,4.5345,0.730614
8 YR,4.5695,0,4.5695,4.64317,0.69249
9 YR,4.6445,0,4.6445,4.72741,0.656622
10 YR,4.7105,0,4.7105,4.80295,0.622122
11 YR,4.7765,0,4.7765,4.88103,0.588331
12 YR,4.808,0,4.808,4.91487,0.558415
15 YR,4.917,0,4.917,5.04628,0.47346
20 YR,5.0015,0,5.0015,5.14381,0.362078
25 YR,5.0375,0,5.0375,5.17923,0.278424
30 YR,5.047,0,5.047,5.17429,0.215985
40 YR,5.0515,0,5.0515,5.14342,0.131158
50 YR,5.045,0,5.045,5.09284,0.0809
