Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,100.32,102.1,90.45,84.55,82.05,77.45,75.05,66.85,65.7,70.85,69.2,66.25,79.45,70.95,81.1
3Mo,92.35,87.3,78.3,72.3,69.1,65.8,64.25,58.9,58.3,61.55,48.6,60.4,64.8,64.6,72.35
6Mo,82.22,75.65,68.15,63.1,60.45,58.15,56.85,52.5,52.08,54.45,56.2,52.8,58.4,55.8,61
9Mo,75.35,68.25,61.53,57.67,55.5,53.6,52.58,51.65,51.25,51.3,51.22,51.15,53.9,53.4,55.85
1Yr,68.1,60.35,54.3,51.8,50.25,48.95,48.13,45.23,45.1,47.08,46.33,45.2,48.85,50,50
2Yr,49.55,44.97,43.25,41.95,41.85,41.45,41.4,39.6,39.8,41.35,42.4,41,42.75,42.45,43.4
3Yr,39.3,36.48,37.95,38.15,38.45,38.55,38.65,37.35,37.38,38.9,38.95,38.85,40.45,40.3,40.9
4Yr,35.9,35.1,35.6,35.9,36.35,36.45,36.55,35.5,35.3,36.8,38.95,36.7,38.2,37.95,38.45
5Yr,32.75,33.45,33.97,34.4,34.7,34.8,34.95,33.6,33.95,35.3,35.8,35.7,36.45,36.15,36.42
6Yr,31.85,31.7,32.6,33.2,33.45,33.4,33.2,33.5,33.8,33.7,33.85,34.15,34.4,35.95,34.8
7Yr,30.55,30.85,31.5,31.95,32.33,32.5,32.5,32.17,31.85,32.55,33.45,32.42,33.15,32.25,33.25
8Yr,31.1,29.35,29.9,30.2,30.45,30.7,30.8,30.85,30.85,30.65,30.9,31.3,31.15,32.35,31.25
9Yr,30,28.85,29.15,29.5,29.75,29.85,30.2,30.05,30,29.85,30.15,30.65,30.3,30.4,29.95
10Yr,27.85,28.15,28.55,28.95,29.4,29.45,29.55,29.27,29.23,29.45,29.8,28.48,28.68,27.3,28.57
15Yr,28.35,27.8,28.1,28.2,28.3,28.38,28.23,27.58,27.75,27.55,26.9,25.95,25.3,25.05,25.57
20Yr,25.9,25.55,25.4,25.15,24.98,24.55,24.15,24.17,24.05,23.92,23.48,22.82,22.43,22.7,21.95
25Yr,25.2,24.1,24.45,24.55,24.55,24,23.55,23.15,21.85,23.25,22.9,22.45,22.2,23.4,21.8
30Yr,23.4,27.55,23.7,24,24.2,24.2,24,24,23.9,25.95,25.8,25.65,23.3,25.1,23.5
