Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,68.2,66.6,57.75,53.55,51.4,48.13,45.35,43.48,41.7,40.45,41.25,42.5,43.75,42.85,45.55
3Mo,66.45,58.85,51.85,48.15,46.3,43.55,40.95,39.5,38.25,36.85,37.95,36.65,38.65,36.25,39.15
6Mo,59.9,52.4,45.75,42.3,40.4,38.1,36.25,35.3,34.25,33.15,33.8,32.5,33.55,34,33.75
9Mo,54.35,46.55,41.63,38.85,37.4,35.35,33.72,32.8,32.1,31.2,31.2,31.3,31.55,32,31.7
1Yr,48.25,40.45,36.95,34.85,33.85,31.92,30.85,30.25,29.6,28.75,29.55,29,29.05,28.2,29.1
2Yr,32.5,30.45,29.25,28.57,27.8,26.85,26.57,26,25.8,25.48,26,25.65,25.95,26.15,26.05
3Yr,27.15,26.5,26.02,25.35,25.07,24.85,24.45,24.5,24.15,24.05,27.75,24.4,24.65,24.15,24.6
4Yr,24.05,24.07,23.35,23.15,23.3,22.95,22.85,22.8,22.63,22.65,23.1,23,23.25,22.85,23.3
5Yr,23.05,21.75,21.65,21.85,20.88,21.7,21.75,21.75,21.43,21.55,21.8,21.98,21.98,21.8,22.1
6Yr,20.4,20.3,20.55,20.75,20.8,20.85,20.75,20.8,20.85,20.7,20.8,20.95,20.8,21.75,20.9
7Yr,18.65,18.85,19.65,19.85,20.3,20.35,20.18,20.25,20.35,20.05,20.4,20.05,20.05,20.4,20.15
8Yr,19.4,18.6,18.85,19,19.15,19.25,19.35,19.4,19.45,19.35,19.45,19.6,19.3,20,19.15
9Yr,18.3,18.05,18.15,18.35,18.45,18.5,18.75,18.7,18.75,18.7,18.8,18.95,18.55,18.45,18.4
10Yr,17.48,18.15,18.45,18.55,18.65,18.55,18.45,18.42,18.33,18.15,17.92,17.63,17.55,17.8,17.55
15Yr,17.4,17.6,17.75,17.85,17.9,17.75,17.65,17.4,17.2,14.73,15.23,16.05,15.75,15.6,15.65
20Yr,16.6,16.3,16.1,16.5,16.4,16.15,15.4,15.25,15.07,14.35,14.35,14.35,14.65,14.1,13.43
25Yr,15.2,15.1,15.1,15.1,15.1,15,14.9,14.6,14.8,14.55,14.45,14.4,13.9,13.6,13.55
30Yr,14.9,15,15.1,15.2,15.3,15.3,15.2,15.2,15.1,15.05,14.75,14.4,14.2,14.3,14.4
