Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,41.95,43.65,40.25,38.1,36.9,34.17,32.3,30.5,28.7,26.93,26,24.7,22.57,22.4,22.5
3Mo,37.3,38.4,35.8,34.05,33.05,30.92,28.95,27.5,26.3,24.9,24.5,22.35,21.2,21,20.7
6Mo,36.4,34.85,32.3,30.75,29.85,28.25,26.57,25.35,24.5,23.08,23.45,20.9,19.93,19.8,19.6
9Mo,34.6,32.73,30.58,29.35,28.2,27,25.7,24.05,23.4,22.23,21.35,20.05,19.3,19.1,19.1
1Yr,32.75,30.1,28.65,27.45,26.6,25.25,24.15,23,22.6,21.55,20.85,19.9,18.85,18.7,18.6
2Yr,25.7,24.7,24.05,23.25,22.75,21.93,21.45,21.2,20.7,19.95,19.2,18.8,17.8,18,17.5
3Yr,23.27,22.55,21.8,21.58,21.1,20.45,20.3,19.9,19.9,18.88,18.3,17.6,17.08,17.25,16.8
4Yr,21.65,21.1,20.5,20.15,19.75,19.43,19.2,18.8,18.5,18.2,17.6,16.95,16.5,16.4,16.2
5Yr,19.8,19.4,19,19,18.58,18.32,18.2,17.9,17.75,17.2,16.75,16.2,15.9,15.75,15.7
6Yr,19.25,18.35,18.4,18.2,17.9,17.65,17.3,17.45,17,16.65,16.1,15.35,15.1,15,14.8
7Yr,17.6,17.6,17.6,17.17,16.9,16.9,16.48,16.4,16.5,16.1,15.4,14.95,14.7,14.55,14.5
8Yr,17.25,16.8,16.7,16.45,16.3,16.15,16,15.8,15.7,15.45,15.1,14.6,14.35,14,13.9
9Yr,16.5,16.1,15.85,15.75,15.6,15.4,15.45,15.2,15.05,14.9,14.65,14.3,14.05,13.7,13.5
10Yr,15.65,15.35,15.28,15.4,15,15.1,14.8,14.8,14.7,14.4,14.15,13.6,13.05,13.2,13.1
15Yr,14.55,14.1,14.2,14.1,13.8,13.7,13.5,13.4,13.2,13.35,12.95,12.45,11.9,11.8,12.15
20Yr,12.9,13.2,13.05,12.95,12.9,12.75,12.8,12.8,12.4,12.25,11.9,11.4,11.1,11,11.05
25Yr,12.95,12.45,12.35,12.2,12.15,11.95,11.85,11.7,11.55,12.1,11.4,10.35,10.2,10.6,10.6
30Yr,12.45,11.9,11.75,11.65,11.5,11.35,11.2,11.15,11,10.85,10.45,9.95,10,9.9,9.6
