Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,93.45,83.43,87.95,73.82,60.6,51.75,48.63,41.75,41.35,40.4,34.02,32.15,31.65,29.8,32.3
3Mo,89.3,79.3,81.47,66.93,56.92,49.72,45.23,42.02,39.95,38.35,35.88,32.52,31.63,30.35,30.42
6Mo,89.93,78.53,74.38,61.3,52.85,46.73,42.92,40.6,38.9,37.35,34.35,32.17,30.5,29.85,29.45
9Mo,90.17,78.75,70.38,57.48,50.17,44.75,41.48,39.73,38.27,36.53,35.15,31.65,30.1,29.63,28.85
1Yr,88.72,77.82,65.63,54.2,48.1,43,40.15,38.33,37.42,35.88,34.1,31.32,29.85,29.23,28.8
2Yr,82.53,62.25,50.5,44.3,40.5,38,36.1,35.1,33.85,32.92,30.5,29.32,27.98,27.5,27.23
3Yr,54.9,45.42,40.47,36.83,34.92,34.7,32.2,31.82,31.02,30.15,28.4,27.3,26.35,26,25.55
4Yr,39.8,36.08,33.5,31.95,31.05,30.85,29.15,29.02,28.73,27.88,26.35,25.82,24.73,24.5,23.95
5Yr,33.97,31.6,30.32,29.48,28.63,28.35,27.35,26.88,26.98,26.6,25,24.73,23.58,23.63,23.5
6Yr,29.98,29.07,28.02,27.48,26.27,26.42,25.88,25.77,25.67,25.38,25.02,23.7,23.1,22.8,22.65
7Yr,28.52,28.1,26.52,25.77,25.27,25.05,24.65,24.75,24.1,24.58,23.35,22.95,22.1,22.08,21.98
8Yr,26.13,25.2,24.98,24.48,23.88,23.95,24,23.73,23.83,23.63,23.45,22.05,21.75,21.55,21.7
9Yr,24.18,24.1,23.83,23.32,23.13,23.07,22.73,23.08,23.08,23.17,22.48,21.75,21.17,20.25,21
10Yr,23.8,23.1,22.8,22.55,22.25,22.17,22.2,21.93,22.3,22.15,21.2,20.92,20.1,20.3,20.35
15Yr,21.5,21.8,21.7,21.7,21.58,21.52,21.4,21.42,21.42,21.2,20.32,19.85,19.15,19.15,19
20Yr,20.42,20.25,20.17,20.13,20,19.98,19.73,19.48,19.42,19.52,18.88,18.42,17.9,17.77,17.65
25Yr,18.1,20.33,18.05,20.17,19.98,17.73,20.05,17.58,17.3,17.52,17.58,16.45,16.48,16.52,16.23
30Yr,16.85,20.45,16.63,16.5,16.4,16.45,15.75,15.98,15.63,16.2,17.07,15.25,14.97,14.85,21.33
