Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,86.25,82.38,76.35,64.72,56.02,55.15,56.67,54.92,54.5,56.2,54.45,53.08,53.63,51.4,51.6
3Mo,86.85,76.65,69.1,61.15,55.4,54.88,54.58,52.92,53.27,54.4,51,50.38,50.33,49.72,49.77
6Mo,84.5,75.68,64.7,60.2,56.08,54.75,53.7,52.05,52.05,52.42,50.7,48.88,49.65,48.27,48.13
9Mo,83.33,72.15,63.95,58.17,54.02,52.17,49.85,50.45,50.08,49.88,49.13,46.7,46.38,46.23,46.23
1Yr,80.15,70.67,60.67,56.8,53.35,51.38,50.2,48.63,48.5,47.92,45.73,44.85,45,44.45,45.03
2Yr,74.65,61,54.15,50.4,48.45,46.78,45.5,44.2,43.6,43.2,41.8,40.55,41.15,40.6,40.73
3Yr,59.6,51.4,46.97,44,43,42.15,41.23,40.28,39.8,39.63,39.55,37.92,38.47,37.8,37.55
4Yr,47.33,43.67,41.22,40.38,39.58,38.98,38.27,37.5,37.15,37.28,36.3,35.97,36.35,35.8,36.17
5Yr,41.13,39.33,38.83,38.08,37.45,37.17,36.4,35.83,35.55,35.9,34.8,34.63,35.1,34.53,35
6Yr,37.35,36.63,36.2,35.58,35.17,34.75,34.35,33.75,33.65,33.65,34.78,33.7,33.65,33.42,33.38
7Yr,36.6,36.1,35.5,34.85,34.28,34.17,33.9,33.65,33.65,34.55,33.4,33.08,33.45,32.67,33.05
8Yr,34.7,34.2,33.7,33.05,32.65,32.6,32.63,32.02,32.13,32.42,32.92,32.3,32.08,31.9,31.63
9Yr,32.15,33.15,32.45,32.08,31.95,32.08,31.98,31.55,32.38,31.82,32.35,31.9,31.6,30.68,30.88
10Yr,32.9,32.65,32.35,32.13,31.13,32.2,32.33,32,32.17,32.63,31.57,31.35,31.45,30.6,30.2
15Yr,31.4,31.4,31.55,31.73,31.9,31.73,32.15,32.02,32.13,32.42,30.73,31.02,30.27,30.33,30.17
20Yr,30.4,30.33,30.3,30.32,30.42,30.4,30.23,30.08,30.05,29.45,30.77,29.13,28.48,28.95,28.88
25Yr,29.18,28.98,29.02,29.05,29.23,29.43,29.57,29.82,30,30.17,29.95,28.77,29.27,28.8,28.67
30Yr,29.45,29.88,30.2,30.1,30.75,30.5,30.6,30.7,31.07,30.95,29.63,29.98,31.38,28.55,31.52
