Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,1.4675,0,1.4675,1.4675,0.996345
EDH09   ,1.16936,0,1.16936,1.32496,0.993893
EDM09   ,1.25313,0,1.25313,1.3105,0.990754
EDU09   ,1.3614,0,1.3614,1.32829,0.987357
EDZ09   ,1.51419,0,1.51419,1.36757,0.983592
EDH10   ,1.63149,0,1.63149,1.419,0.979552
EDM10   ,1.82832,0,1.82832,1.48475,0.975046
2 YR,1.5485,0,1.5485,1.55048,0.969582
3 YR,1.7975,0,1.7975,1.80377,0.947555
4 YR,1.9975,0,1.9975,2.01039,0.923103
5 YR,2.1455,0,2.1455,2.16329,0.898001
6 YR,2.259,0,2.259,2.28143,0.872746
7 YR,2.344,0,2.344,2.37038,0.847935
8 YR,2.3928,0,2.3928,2.42079,0.824894
9 YR,2.4515,0,2.4515,2.48332,0.800872
10 YR,2.5205,0,2.5205,2.55933,0.775452
11 YR,2.562,0,2.562,2.60388,0.752332
12 YR,2.6155,0,2.6155,2.66348,0.727961
15 YR,2.73,0,2.73,2.79228,0.659768
20 YR,2.735,0,2.735,2.78287,0.575417
25 YR,2.728,0,2.728,2.7639,0.503463
30 YR,2.724,0,2.724,2.75217,0.440423
40 YR,2.6875,0,2.6875,2.6869,0.343831
50 YR,2.6855,0,2.6855,2.68255,0.263853
