Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,75.05,69.75,64.15,59.9,57.05,53.45,49.6,41.5,42.95,40.25,38.6,36.2,35.05,34.4,34.5
3Mo,63.95,58.55,52.75,49.15,46.95,44.25,41.6,39.1,37.35,35.05,32.8,31.3,30.1,29.8,29.05
6Mo,58.75,51.25,46.35,43.55,42.1,39.33,37.15,35,33.7,31.95,30.65,28.75,27.45,27.15,27
9Mo,52.78,47.1,42.9,40.45,39.27,36.85,35,32.45,31.5,30.2,29.05,27.35,26.5,25.9,25.85
1Yr,46.95,42,38.85,36.85,35.95,33.65,32.05,30.25,28.5,28.15,27.25,25.1,25.05,24.7,24.25
2Yr,34.45,32,30.95,30.15,29.23,28.9,27.5,26.55,25.9,25.5,24.65,23.4,23.02,23,22.8
3Yr,29.1,28.15,28.15,26.85,26.65,25.82,25.05,24.8,24.2,23.6,21.32,22.2,22,21.9,21.7
4Yr,26.75,26.63,25.45,25.25,24.6,23.85,23.42,23.3,22.95,22.7,22.15,20.3,21.1,21.3,20.9
5Yr,26,23.95,23.8,23.43,23.1,22.45,22.18,22.1,21.8,21.3,21,20.5,20.3,20.55,20.2
6Yr,23.2,22.4,22.25,22,21.7,21.45,21.05,20.85,20.65,20.3,20.1,19.85,19.6,19.45,19.2
7Yr,21.9,21.45,20.85,20.65,20.65,20.45,20.25,20.1,19.9,19.38,19.2,18.7,18.45,18.6,18.35
8Yr,20.6,20,20,19.9,19.7,19.45,19.25,19.05,18.9,18.65,18.55,18.5,18.4,18,17.8
9Yr,19.55,19.25,19.2,19.1,18.9,18.6,18.55,18.3,18.15,17.95,18,18.1,17.9,17.55,17.25
10Yr,18.4,18.55,18.65,18.45,18.6,18.1,17.9,17.9,17.7,17.33,16.98,16.5,16.58,16.85,16.7
15Yr,16.5,16.7,16.65,16.65,16.6,16.6,16.5,16.05,15.85,15.7,15.4,15,14.7,14.75,14.7
20Yr,16.4,15.75,15.65,16.5,16.5,16.2,16,15.8,15.5,14.25,14.2,14.2,14.1,13.4,13.5
25Yr,14.95,15.1,15,14.9,14.8,14.6,14.3,14.5,13.8,13.55,13.25,12.8,12.8,12.75,12.65
30Yr,14.7,14.6,14.6,14.55,14.55,14.1,13.8,13.6,13.35,13.2,13,12.75,12.75,12.55,12.05
