Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,2.81875,0,2.81875,2.81875,0.992925
EDU08   ,2.81246,0,2.81246,2.853,0.992552
EDZ08   ,2.87393,0,2.87393,2.86823,0.985394
EDH09   ,2.76225,0,2.76225,2.85728,0.978561
EDM09   ,2.86494,0,2.86494,2.87755,0.971525
EDU09   ,3.05201,0,3.05201,2.9212,0.964088
EDZ09   ,3.30847,0,3.30847,2.98806,0.956092
2 YR,3.148,0,3.148,3.15322,0.939263
3 YR,3.439,0,3.439,3.45361,0.902376
4 YR,3.6425,0,3.6425,3.66598,0.864753
5 YR,3.7875,0,3.7875,3.81891,0.827666
6 YR,3.9125,0,3.9125,3.95295,0.790679
7 YR,4.0235,0,4.0235,4.07404,0.753866
8 YR,4.113,0,4.113,4.17292,0.718637
9 YR,4.184,0,4.184,4.25195,0.684775
10 YR,4.2455,0,4.2455,4.32144,0.65211
11 YR,4.3,0,4.3,4.38406,0.62062
12 YR,4.3475,0,4.3475,4.43931,0.590294
15 YR,4.455,0,4.455,4.56715,0.507953
20 YR,4.542,0,4.542,4.66795,0.39738
25 YR,4.58,0,4.58,4.7071,0.312503
30 YR,4.5925,0,4.5925,4.70966,0.247425
40 YR,4.5995,0,4.5995,4.68925,0.156561
50 YR,4.5815,0,4.5815,4.60951,0.102428
