Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,84.35,69.05,66.47,55.67,48.2,41.77,38.98,35.92,34.67,33.38,31.77,28.75,27.08,26.65,26.1
3Mo,79.18,65,65.63,55.13,47.38,41.35,38.27,35.8,34.17,32.95,,28.6,26.42,26.25,25.77
6Mo,76.9,68.2,62.92,52.02,45.33,40.42,37.38,35.2,33.8,32.65,,28.15,26.5,25.92,25.23
9Mo,79.7,68.75,59.67,49.73,43.9,39.42,36.65,35.28,33.85,32.38,31.18,27.92,26.33,25.77,25.05
1Yr,79.15,67.7,56.65,47.48,42.17,38.38,36.2,34.58,33.47,32.05,,27.7,26.18,25.75,24.98
2Yr,65.28,51.67,43.27,38.08,35.4,33,31.68,30.75,29.95,28.88,28.32,25.82,24.7,24.25,23.73
3Yr,45.1,38.88,34.55,32.17,30.27,29.18,28.15,27.88,27.35,26.48,,24.32,23.1,23.07,22.85
4Yr,34.33,30.98,29.3,28.1,27.1,26.45,25.7,25.5,25.15,24.85,24.55,22.88,21.95,21.9,21.75
5Yr,28.68,27.48,26.38,25.65,25.02,24.57,24.07,24,23.82,23.4,23.13,21.85,21.2,20.83,20.42
6Yr,26.05,25.02,24.5,24,23.5,23.18,22.73,22.7,22.5,22.4,22,20.85,20.2,20.05,19.98
7Yr,24.13,23.6,23.13,22.63,22.23,22.02,21.73,21.8,21.75,21.7,21.15,20.1,19.35,19.3,19.25
8Yr,22.8,22.3,22.05,21.5,21.25,21.13,20.95,20.95,20.85,20.83,20.5,19.13,18.85,18.55,18.4
9Yr,21.55,21.1,20.83,20.5,20.35,20.3,20.2,20.1,20.08,20.1,19.7,18.98,18.4,18.23,17.85
10Yr,20.5,20.13,19.85,19.65,19.48,19.42,19.32,19.55,19.52,19.55,18.83,18.15,17.3,17.3,17.3
15Yr,18.2,18.35,18.27,18.13,18.05,17.98,17.88,17.85,17.8,17.65,17.45,16.45,15.73,15.7,16.8
20Yr,17.23,17.15,16.95,16.9,16.6,16.63,16.48,16.25,16.2,16.35,15.98,15.28,15.8,14.65,14.57
25Yr,15.75,15.65,15.5,15.53,15.28,15.18,15.1,16.55,15,14.88,14.85,14.55,14.2,17.05,13.78
30Yr,14.45,14.35,14.25,14.15,14.07,17.15,13.95,13.8,13.85,13.85,14.77,13.7,13.5,13.3,17.55
