Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,111.1,90.75,108.13,87.07,74.55,64.2,58.3,53.4,51.1,49.1,42.08,42,39.17,39.3,39.4
3Mo,101.4,85.28,86.6,74.32,64.47,56.48,50.92,47.77,45.6,44.1,41.27,37.45,36,35,34.67
6Mo,98.68,80.47,78.05,64.47,57.83,51.2,47.4,45.3,43.4,41.6,40.3,36.05,34.05,33.3,32.58
9Mo,94.35,80.5,72.03,59.75,54.05,48.15,45.05,43.15,41.55,39.92,38.65,35.15,33,32.3,31.5
1Yr,91.97,79.05,67.38,55.63,50.05,45.25,42.95,41.1,39.85,38.65,36.6,33.88,32.13,31.4,30.85
2Yr,79.47,61.75,50.58,45.1,41.47,39.48,37.65,36.4,35.5,34.55,33.92,30.85,29.52,29.02,28.6
3Yr,55,45.65,40.45,38,36.5,34.92,33.55,33.17,32.5,31.7,31.05,28.7,27.6,27.23,26.95
4Yr,40.3,38.4,34.9,33.85,32.75,31.38,30.52,30.35,29.95,29.45,29.02,26.95,25.95,25.75,25.15
5Yr,36.38,33.05,32.38,30.65,29.9,29.4,28.67,28.27,28.2,27.57,27.23,25.75,24.75,24.6,24.23
6Yr,31.25,30.95,29.13,28.7,28.13,27.48,27.1,26.95,26.65,26.63,26.15,24.57,23.85,23.9,23.8
7Yr,32.42,29.8,28.27,27.4,26.38,26.25,26.17,25.88,25.88,25.77,25.1,23.75,22.95,22.75,23.1
8Yr,26.95,26.9,25.98,25.4,24.9,24.83,24.9,24.7,24.8,24.6,24.32,22.67,22.32,21.98,22.25
9Yr,25.58,25.07,24.95,24.25,23.88,23.83,23.4,23.95,23.95,23.85,23.35,22.55,21.88,21.23,21.85
10Yr,25.17,24.85,24.55,23.98,23.6,23.55,23.55,23.08,23.05,23.1,22.8,22.15,21.25,20.92,21.75
15Yr,22.45,22.42,22.33,22.35,22.18,22.02,21.88,21.95,21.98,21.83,21.13,20.75,19.83,19.6,19.52
20Yr,20.92,20.75,20.65,20.6,20.6,20.45,20.23,20,19.88,20.15,19.52,18.83,18.13,18.02,17.95
25Yr,19.4,21.05,20.95,18.95,18.95,20.7,18.6,18.4,18.25,18.15,18.08,17.02,16.77,17.02,16.83
30Yr,16.92,16.48,16.67,16.52,16.38,16.45,16.33,16.05,16.1,16.2,17.42,15.8,15.4,15.35,22.25
