Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,96.05,99.38,100.78,98.18,97.68,94.75,92.57,91.4,90.6,90.4,88.13,84.7,87.82,93.2,97.5
3Mo,90.3,82.18,84.95,82.47,81.8,79.65,77.95,77.2,76.9,76.57,75.8,72.1,75.43,78.8,81.2
6Mo,82.28,75.2,75.75,70.95,69.38,67.47,65.88,65.1,64.8,64.03,62.65,59.6,60.27,63.5,65.72
9Mo,74.65,67.57,67.28,63.38,62.83,61.08,59.73,60.05,59.65,57.9,56.92,55.5,55.15,55.7,58.6
1Yr,67.22,60.5,58.9,56.65,56.35,54.58,53.55,53.1,52.6,51.7,50.65,48.25,49.55,50.4,50.92
2Yr,50.52,48.58,46.58,46.15,46.02,44.95,44.73,44.3,43.75,43.05,42.7,41.05,42.05,42.5,42.6
3Yr,42.77,40.9,40.85,40.7,40.77,40.17,40.02,40.15,39.13,38.13,38.45,37.35,38.33,38.6,38.75
4Yr,36.88,37.15,37.17,37.05,37.42,36.95,36.42,35.9,35.2,34.45,34.8,34.5,35.38,35.5,35.8
5Yr,35.65,35.25,34.85,34.88,34.83,34.27,33.48,33,32.2,31.6,32.15,32.25,33.02,33.2,33.22
6Yr,32.65,32.1,32.6,32.5,32,31.05,30,30.3,29.8,29.55,29.9,30.45,31.45,31.7,31.35
7Yr,30.43,30.67,30.63,30.35,29.83,28.93,28.45,28.2,28.1,27.85,28.6,29,29.48,29.5,29.75
8Yr,29.15,27.5,27.1,26.6,26.1,26.05,25.75,25.9,26,25.95,26.55,27.55,28.15,27.9,27.8
9Yr,26.9,25.3,24.8,24.6,24.4,24.55,24.7,24.95,25.1,25.15,25.85,26.9,27.2,27.55,26.95
10Yr,24.88,24.25,23.77,23.43,23.55,23.55,23.8,24.3,24.7,24.67,25.5,26,25.35,25.5,25.65
15Yr,21.7,22.2,22.85,24.5,25.2,25.5,25.5,25.5,25.4,25.3,24.95,24.5,24.1,24.2,22.4
20Yr,25,24.8,24.6,24.5,24.4,24.2,23.9,23.7,23.5,23.35,23.1,22.7,22.4,21.95,22.7
25Yr,22.3,22.2,22.2,22.2,22.3,22.2,22.1,22.1,22,22,21.85,21.7,24.3,21.9,23.2
30Yr,21.3,21.3,21.5,21.6,21.8,21.8,21.8,21.8,21.9,25.1,25.15,25.3,21.8,25.2,21.4
