Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,79.85,75.85,80.2,76.6,71.78,65.25,65.65,62.88,62,61.17,53.3,55.2,54.8,54.77,55.35
3Mo,71.53,76.63,73,69.03,64.85,60.67,57.95,56.8,55.2,54.85,52.17,50.05,48.5,48.05,48.02
6Mo,80.38,72.05,68.63,64.63,60.55,56.63,54.25,53.25,52.58,50.97,50.3,46.55,45.45,44.5,44.72
9Mo,83.88,73.67,66.9,60.92,56.92,53.4,51.38,50.63,49.7,48.5,47.3,44.47,43.33,42.92,42.6
1Yr,84.43,73,64.53,57.63,53.55,50.23,48.48,47.08,47.22,45.67,44.33,42.35,40.98,41.1,40.98
2Yr,83.75,64.88,53.95,48.77,46.08,44.08,42.7,42.15,41.23,40.33,40.1,37.42,37.02,35.92,36.55
3Yr,61.6,50.45,44.92,41.65,40,38.55,38.27,37.8,37.2,36.1,36.33,34.08,34.3,33.67,33.5
4Yr,45.6,41.3,38.6,37.15,36.23,35.3,34.8,34.3,34,33.6,33.67,32.33,32.17,31.72,31.85
5Yr,38.67,36.5,35.38,34.58,34.03,33.38,32.88,32.63,32.17,32.25,31.88,30.98,30.88,30.45,30.65
6Yr,34.4,33.55,33.13,32.67,32.08,31.65,31.27,30.7,30.9,30.8,31.08,30.02,29.73,29.3,29.55
7Yr,32.63,32.33,31.73,31.38,30.92,30.7,30.1,29.7,29.9,30.65,29.77,29.2,29.38,28.45,28.35
8Yr,31.77,31.4,30.6,29.65,29.6,29.57,29.52,29.05,29.15,29.15,29.3,28.43,28.07,27.93,27.75
9Yr,30.93,30.1,29.63,29.1,29,28.95,28.9,28.55,29.05,28.75,28.8,27.9,27.38,26.5,27.02
10Yr,29.45,29.2,28.95,28.7,28.68,28.8,28.8,28.68,28.73,29.25,28.3,27.32,27.25,26.4,26.4
15Yr,28.55,27.05,28.38,28.7,28.4,28.4,28.2,28.65,28.65,28.5,27.35,27.1,26.6,26.6,26.35
20Yr,27.13,27.07,27.02,27.05,27,27.02,26.4,26.05,26.45,26.7,26.9,25.23,24.9,25.02,25.02
25Yr,25.85,25.9,26,26.25,26.3,26.1,26,25.9,25.85,25.8,25.88,25.3,25.8,24.35,24.25
30Yr,26.3,26.3,26.4,26.5,26.4,26.5,26.42,26.2,26.33,26.85,25.7,24.58,24.17,24.08,28.73
