Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,33.2,39,36.05,34.4,33.1,30.7,29.32,28.4,26.6,25.27,24.38,23.1,22.1,21.2,20.6
3Mo,33.8,36.7,34.2,32.5,31.4,29.6,28,26.8,25.75,24.08,23,21.6,20.3,19.8,19.45
6Mo,37.5,35.2,33.1,31.25,30.17,28.52,27.02,25.95,25.15,24,22.9,21.35,20.4,20,19.5
9Mo,37.05,34.55,32.05,30.57,29.52,27.6,26.45,25.35,24.65,23.4,22.4,20.95,20.3,20.05,19.73
1Yr,36.6,33.4,30.85,29.55,28.45,27.15,25.85,24.65,23.95,23.4,22.1,21.05,19.98,19.85,19.7
2Yr,28.7,28,26.85,25.88,25.05,24.4,23.6,22.9,22.4,21.52,20.8,20.1,19.18,19.25,18.8
3Yr,25.83,25.1,24.3,23.55,22.95,22.2,21.8,21.55,20.8,20.4,19.75,19.25,18.6,18.55,18.3
4Yr,23.73,22.98,22.33,21.77,21.32,20.9,20.5,20.3,19.95,19.33,18.85,18.2,17.9,17.65,17.6
5Yr,21.48,21,20.55,20.2,19.98,19.9,19.13,19.1,19,18.7,18,17.3,17.1,16.95,16.55
6Yr,20.35,19.6,19.55,19.35,19.1,18.7,18.25,18.05,18,17.7,17.15,16.4,16.15,16.05,15.9
7Yr,18.73,18.8,18.45,18.25,18.15,17.95,17.5,17.6,17.4,16.88,16.55,15.9,15.55,15.7,15.4
8Yr,17.95,17.6,17.55,17.4,17.25,16.95,16.8,16.65,16.55,16.3,15.95,15.45,15.3,15,14.9
9Yr,17.05,16.85,16.7,16.6,16.5,16.2,16.2,15.95,15.85,15.7,15.45,15.15,14.9,14.5,14.45
10Yr,17,16.6,16.23,16.5,16.15,15.9,15.72,15.9,15.6,15.4,15,14.4,14.3,14.2,13.85
15Yr,14.4,14.35,14.15,14.25,14.2,14.6,13.9,14.3,13.65,13.5,13.2,12.75,13,12.5,12.3
20Yr,14.2,13.7,14.1,13.4,13.9,13.9,13.9,13.7,12.9,12.75,12.45,12.1,11.85,11.75,11.55
25Yr,13.45,13.05,13,12.85,12.9,13.9,12.6,13.6,12.35,13.3,12.55,11.5,11.25,11.05,12
30Yr,12.65,12.7,12.65,12.5,12.5,12.4,12.25,12.2,11.95,11.9,11.6,11.15,10.9,10.7,10.5
