Term,Market Rate,Shift,Shifted Rate,Zero Rate,Discount
3 MO,3.21125,0,3.21125,3.21125,0.991597
EDZ08   ,3.38908,0,3.38908,3.33763,0.984219
EDH09   ,3.08242,0,3.08242,3.27871,0.97661
EDM09   ,3.14511,0,3.14511,3.26607,0.968907
EDU09   ,3.21715,0,3.21715,3.26608,0.961091
EDZ09   ,3.50855,0,3.50855,3.31014,0.952642
EDH10   ,3.68933,0,3.68933,3.37887,0.94384
2 YR,3.4625,0,3.4625,3.46665,0.933392
3 YR,3.774,0,3.774,3.78973,0.89339
4 YR,3.97915,0,3.97915,4.00477,0.853331
5 YR,4.1205,0,4.1205,4.15438,0.814166
6 YR,4.228,0,4.228,4.26949,0.7761
7 YR,4.321,0,4.321,4.37087,0.738846
8 YR,4.3985,0,4.3985,4.45649,0.702769
9 YR,4.461,0,4.461,4.52631,0.668428
10 YR,4.5155,0,4.5155,4.58816,0.635316
11 YR,4.5485,0,4.5485,4.62413,0.604796
12 YR,4.6025,0,4.6025,4.68953,0.573357
15 YR,4.6935,0,4.6935,4.79745,0.491093
20 YR,4.773,0,4.773,4.89092,0.380444
25 YR,4.798,0,4.798,4.91007,0.297356
30 YR,4.807,0,4.807,4.9085,0.233391
40 YR,4.7895,0,4.7895,4.83323,0.148036
50 YR,4.762,0,4.762,4.73055,0.096546
