Expiry,1Yr,2Yr,3Yr,4Yr,5Yr,6Yr,7Yr,8Yr,9Yr,10Yr,12Yr,15Yr,20Yr,25Yr,30Yr
1Mo,40.4,42.3,39.47,36.9,35.7,33.2,31.1,28.9,27.1,25.6,24.8,23.4,23.2,20.75,21.2
3Mo,38.53,39.33,36.38,33.95,32.75,30.65,28.75,26.95,25.75,24.02,23,21.8,20.57,20.4,20.4
6Mo,37.25,35.4,32.6,31.2,30.1,27.98,26.8,25.4,24.1,22.8,22,20.5,19.7,19.4,19.3
9Mo,35.38,33.08,30.9,29.6,28.5,26.95,25.65,24,23.2,22.15,21.15,19.7,19.2,18.95,18.85
1Yr,33.5,30.45,29.2,28,26.67,25.6,24.5,22.95,22.4,21.5,20.4,19.8,18.65,18.65,18.4
2Yr,25.93,25.4,24.6,23.55,22.85,22.1,21.7,21.1,20.5,19.65,19.05,18.3,17.7,17.7,17.15
3Yr,23.4,22.82,22.15,21.55,20.95,20.33,19.88,19.75,19.3,18.65,18.1,17.65,17,16.95,16.7
4Yr,21.7,21.2,20.7,19.95,19.9,19.15,19.1,18.7,18.35,18.1,18.45,16.9,16.5,16.3,15.9
5Yr,19.73,19.33,18.98,18.75,18.45,18.15,17.85,17.8,17.55,17.3,16.65,16.3,15.65,15.65,15.6
6Yr,18.9,18.15,18.15,17.9,17.6,17.4,17.1,17,16.8,16.45,15.95,15.2,15,14.85,14.7
7Yr,17.43,17.3,17.05,16.9,16.73,16.8,16.33,16.3,16.2,15.75,15.35,15,14.7,14.4,14.13
8Yr,16.95,16.5,16.45,16.3,16.1,15.95,15.8,15.65,15.5,15.25,14.9,14.45,14.2,13.85,13.75
9Yr,16.05,15.8,15.7,15.6,15.45,15.25,15.25,15.05,14.9,14.7,14.45,14.15,13.85,13.7,13.35
10Yr,15.48,15.28,15.5,15.15,15.02,15.1,15,14.8,14.6,14.4,14.05,13.45,13.2,13.05,13.1
15Yr,14,14,13.9,13.8,13.6,13.6,13.4,13.3,13.2,13.15,12.75,12.2,11.9,11.8,11.9
20Yr,12.7,13.05,12.95,12.9,12.8,12.7,12.55,12.4,12.3,12.15,11.75,11.15,11.3,10.85,10.8
25Yr,12.5,12.3,12.5,12.05,12.4,11.8,11.65,11.55,11.4,11.9,11.5,10.9,10.05,10,9.9
30Yr,12.3,11.75,11.65,11.5,11.4,11.25,11.15,11.05,10.9,10.75,10.35,9.75,9.7,9.6,9.35
